timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'CADCHF=X')","('high', 'CADCHF=X')","('low', 'CADCHF=X')","('close', 'CADCHF=X')","('volume', 'CADCHF=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-05 23:00:00+00:00,0.5947700142860413,0.5949199795722961,0.5938799977302551,0.594789981842041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.0393172408405595,0.5810306882858276,1.803317240840564,0.5821446669101715,1.657317240840557,0.5830450057983398,1.5393172408405593,0.5839453446865082,1.4213172408405617,0.5852271831035614,1.253317240840564,0.5868600010871887,1.0393172408405593,0.5889353585243225,0.7673172408405541,0.5915753352642059,0.42131724084056166,0.5771546530723571,2.3113172408405647,0.5943999886512756,0.5830785777568817,0.5830785777568817,0.0,0.0,-1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.0393172408405595,-1.0393172408405593,-1.0393172408405595,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 00:00:00+00:00,0.5947700142860413,0.5958399772644043,0.5941299796104431,0.5957199931144714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.1612061557690807,0.5810306882858276,1.9252061557690852,0.5821446669101715,1.7792061557690781,0.5830450057983398,1.6612061557690805,0.5839453446865082,1.5432061557690828,0.5852271831035614,1.3752061557690851,0.5868600010871887,1.1612061557690805,0.5889353585243225,0.8892061557690754,0.5915753352642059,0.5432061557690828,0.5771546530723571,2.433206155769086,0.5949849784374237,0.5830785777568817,0.5830785777568817,72.09259344822806,0.7209259344822806,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.1612061557690807,-1.1612061557690805,-1.1612061557690807,0.001563596060495609,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 01:00:00+00:00,0.5957499742507935,0.5961999893188477,0.5950700044631958,0.5958700180053711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.1808686821342085,0.5810306882858276,1.944868682134213,0.5821446669101715,1.798868682134206,0.5830450057983398,1.6808686821342083,0.5839453446865082,1.5628686821342106,0.5852271831035614,1.394868682134213,0.5868600010871887,1.1808686821342083,0.5889353585243225,0.908868682134203,0.5915753352642059,0.5628686821342106,0.5771546530723571,2.4528686821342136,0.5956349968910217,0.5830785777568817,0.5830785777568817,66.66666666666666,0.6666666666666665,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.1808686821342085,-1.1808686821342083,-1.1808686821342085,0.0002518379316351904,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 02:00:00+00:00,0.5958399772644043,0.5958799719810486,0.5941200256347656,0.5951499938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.086501054605109,0.5810306882858276,1.8505010546051137,0.5821446669101715,1.7045010546051067,0.5830450057983398,1.586501054605109,0.5839453446865082,1.4685010546051114,0.5852271831035614,1.3005010546051137,0.5868600010871887,1.086501054605109,0.5889353585243225,0.8145010546051037,0.5915753352642059,0.4685010546051113,0.5771546530723571,2.358501054605114,0.5949999988079071,0.5830785777568817,0.5830785777568817,60.0,0.6,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.086501054605109,-1.086501054605109,-1.086501054605109,-0.0012083576738715074,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 03:00:00+00:00,0.5951099991798401,0.5956599712371826,0.5942000150680542,0.5953800082206726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.1166471369424262,0.5810306882858276,1.8806471369424311,0.5821446669101715,1.7346471369424241,0.5830450057983398,1.6166471369424265,0.5839453446865082,1.4986471369424288,0.5852271831035614,1.330647136942431,0.5868600010871887,1.1166471369424265,0.5889353585243225,0.8446471369424211,0.5915753352642059,0.4986471369424287,0.5771546530723571,2.388647136942432,0.5949299931526184,0.5830785777568817,0.5830785777568817,64.53213541207904,0.6453213541207904,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.1166471369424262,-1.1166471369424265,-1.1166471369424262,0.0003864812678269214,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 04:00:00+00:00,0.5953999757766724,0.5956000089645386,0.5944100022315979,0.59552001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.1349972658386065,0.5810306882858276,1.898997265838611,0.5821446669101715,1.752997265838604,0.5830450057983398,1.6349972658386063,0.5839453446865082,1.5169972658386086,0.5852271831035614,1.3489972658386111,0.5868600010871887,1.1349972658386063,0.5889353585243225,0.8629972658386011,0.5915753352642059,0.5169972658386087,0.5771546530723571,2.4069972658386116,0.5950050055980682,0.5830785777568817,0.5830785777568817,66.82047901560097,0.6682047901560096,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.1349972658386065,-1.1349972658386063,-1.1349972658386065,0.00023516293567849011,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 05:00:00+00:00,0.5955399870872498,0.5956000089645386,0.5943400263786316,0.5951200127601624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.082571674087962,0.5810306882858276,1.8465716740879665,0.5821446669101715,1.7005716740879595,0.5830450057983398,1.5825716740879618,0.5839453446865082,1.4645716740879642,0.5852271831035614,1.2965716740879665,0.5868600010871887,1.0825716740879618,0.5889353585243225,0.8105716740879566,0.5915753352642059,0.4645716740879642,0.5771546530723571,2.354571674087967,0.5949700176715851,0.5830785777568817,0.5830785777568817,56.42060344627658,0.5642060344627658,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.082571674087962,-1.0825716740879618,-1.082571674087962,-0.00067169323946914,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 06:00:00+00:00,0.5950899720191956,0.59579998254776,0.5943300127983093,0.5956100225448608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.146793219279744,0.5810306882858276,1.9107932192797483,0.5821446669101715,1.7647932192797415,0.5830450057983398,1.6467932192797439,0.5839453446865082,1.5287932192797462,0.5852271831035614,1.3607932192797485,0.5868600010871887,1.1467932192797439,0.5889353585243225,0.8747932192797385,0.5915753352642059,0.5287932192797461,0.5771546530723571,2.418793219279749,0.5950649976730347,0.5830785777568817,0.5830785777568817,63.39890923256719,0.6339890923256719,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.146793219279744,-1.1467932192797439,-1.1467932192797439,0.0008233797791907804,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 07:00:00+00:00,0.5956400036811829,0.5969499945640564,0.5946199893951416,0.5963900089263916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.2490196078431373,0.5810306882858276,2.013019607843142,0.5821446669101715,1.867019607843135,0.5830450057983398,1.7490196078431373,0.5839453446865082,1.6310196078431396,0.5852271831035614,1.463019607843142,0.5868600010871887,1.2490196078431373,0.5889353585243225,0.977019607843132,0.5915753352642059,0.6310196078431396,0.5771546530723571,2.5210196078431424,0.595784991979599,0.5830785777568817,0.5830785777568817,70.8332039859684,0.708332039859684,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.2490196078431373,-1.2490196078431373,-1.2490196078431373,0.00130955885899664,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 08:00:00+00:00,0.5964000225067139,0.597000002861023,0.5948600172996521,0.5963199734687805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579230010509491,2.2398406374501993,0.5810306882858276,2.003840637450204,0.5821446669101715,1.8578406374501968,0.5830450057983398,1.7398406374501991,0.5839453446865082,1.6218406374502015,0.5852271831035614,1.4538406374502038,0.5868600010871887,1.2398406374501991,0.5889353585243225,0.967840637450194,0.5915753352642059,0.6218406374502016,0.5771546530723571,2.5118406374502045,0.5959300100803375,0.5830785777568817,0.5830785777568817,69.56448834621423,0.6956448834621424,1,0.0,0.0017092738832746232,0.5,1.0,1.0,0.0,0.579230010509491,0.5868600010871887,2.2398406374501993,-1.2398406374501991,-1.2398406374501993,-0.00011743231201533089,,,,,neutral,0.5,0.0,0.0,LOW,0
