timestamp,open,high,low,close,volume
2025-07-07,1.08402,1.08712,1.08095,1.0858,0
2025-07-05,1.08319,1.08319,1.08319,1.08319,0
2025-07-04,1.0849,1.08626,1.08115,1.08319,0
2025-07-03,1.0793,1.08656,1.07807,1.08494,0
2025-07-02,1.08546,1.08828,1.07529,1.07913,0
2025-07-01,1.08827,1.08948,1.08317,1.08625,0
2025-06-30,1.09597,1.0965,1.08746,1.08834,0
2025-06-28,1.09546,1.09546,1.09546,1.09546,0
2025-06-27,1.09692,1.10052,1.09372,1.09592,0
2025-06-26,1.09864,1.1018,1.0962,1.09748,0
2025-06-25,1.09635,1.1001,1.09484,1.09867,0
2025-06-24,1.09794,1.10386,1.09491,1.09591,0
2025-06-23,1.09863,1.09932,1.09365,1.09788,0
2025-06-21,1.09997,1.09997,1.09997,1.09997,0
2025-06-20,1.0976,1.1036,1.09742,1.09996,0
2025-06-19,1.09784,1.10113,1.0947,1.09802,0
2025-06-18,1.09451,1.1014,1.09247,1.09779,0
2025-06-17,1.10405,1.10572,1.09487,1.09493,0
2025-06-16,1.09972,1.10618,1.09887,1.10406,0
2025-06-14,1.10058,1.10058,1.10058,1.10058,0
2025-06-13,1.10253,1.10403,1.09298,1.1007,0
2025-06-12,1.11078,1.11134,1.10233,1.10241,0
2025-06-11,1.11017,1.11235,1.10773,1.11132,0
2025-06-10,1.11252,1.1145,1.10647,1.11007,0
2025-06-09,1.11157,1.11398,1.11079,1.11278,0
2025-06-07,1.11138,1.11138,1.11138,1.11138,0
2025-06-06,1.11141,1.1155,1.11068,1.11182,0
2025-06-05,1.10794,1.11552,1.10746,1.11144,0
2025-06-04,1.11273,1.1153,1.10795,1.109,0
2025-06-03,1.10638,1.11484,1.10454,1.11291,0
