timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'EURUSD=X')","('high', 'EURUSD=X')","('low', 'EURUSD=X')","('close', 'EURUSD=X')","('volume', 'EURUSD=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_SCORE,ML_MARKET_BIAS_SCORE
2024-12-18 00:00:00+00:00,1.04904,1.05127,1.03436,1.03507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-15.282983768791432,1.174871331214905,-15.518983768791443,1.17618655872345,-15.664983768791437,1.177249550819397,-15.78298376879142,1.1783125429153443,-15.900983768791425,1.1798259553909303,-16.068983768791437,1.1817537546157837,-16.282983768791432,1.184204041481018,-16.55498376879143,1.1873209505081175,-16.900983768791424,1.1702950601577762,-15.010983768791434,1.042815,1.1772891878128053,1.0,0.0,0.0,-1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-15.282983768791432,16.282983768791432,16.282983768791432,,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-19 00:00:00+00:00,1.03513,1.04224,1.03457,1.03605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-15.174196506458168,1.174871331214905,-15.41019650645818,1.17618655872345,-15.556196506458175,1.177249550819397,-15.674196506458156,1.1783125429153443,-15.792196506458161,1.1798259553909303,-15.960196506458173,1.1817537546157837,-16.174196506458166,1.184204041481018,-16.446196506458165,1.1873209505081175,-16.79219650645816,1.1702950601577762,-14.90219650645817,1.038405,1.1772891878128053,1.0,50.0,0.5,0,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-15.174196506458168,16.174196506458166,16.174196506458166,0.0009467958688784694,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-20 00:00:00+00:00,1.03616,1.04475,1.03426,1.04244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-14.464859153081047,1.174871331214905,-14.700859153081058,1.17618655872345,-14.846859153081054,1.177249550819397,-14.964859153081035,1.1783125429153443,-15.08285915308104,1.1798259553909303,-15.250859153081052,1.1817537546157837,-15.464859153081047,1.184204041481018,-15.736859153081044,1.1873209505081175,-16.08285915308104,1.1702950601577762,-14.192859153081049,1.0395050000000001,1.1772891878128053,1.0,83.37104072398236,0.8337104072398236,1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-14.464859153081047,15.464859153081047,15.464859153081047,0.006167656001158317,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-23 00:00:00+00:00,1.04304,1.04452,1.03838,1.04048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-14.682433677747573,1.174871331214905,-14.918433677747585,1.17618655872345,-15.06443367774758,1.177249550819397,-15.18243367774756,1.1783125429153443,-15.300433677747566,1.1798259553909303,-15.468433677747578,1.1817537546157837,-15.682433677747573,1.184204041481018,-15.954433677747572,1.1873209505081175,-16.300433677747566,1.1702950601577762,-14.410433677747575,1.04145,1.1772891878128053,1.0,78.99249732047214,0.7899249732047214,1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-14.682433677747573,15.682433677747573,15.682433677747573,-0.0018802041364490707,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-24 00:00:00+00:00,1.04043,1.04099,1.03832,1.0401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-14.724616493754354,1.174871331214905,-14.960616493754365,1.17618655872345,-15.10661649375436,1.177249550819397,-15.224616493754343,1.1783125429153443,-15.342616493754349,1.1798259553909303,-15.51061649375436,1.1817537546157837,-15.724616493754354,1.184204041481018,-15.996616493754352,1.1873209505081175,-16.34261649375435,1.1702950601577762,-14.452616493754357,1.039655,1.1772891878128053,1.0,75.90113285272932,0.7590113285272931,1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-14.724616493754354,15.724616493754354,15.724616493754354,-0.0003652160541288696,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-25 00:00:00+00:00,1.0395,1.0412,1.0395,1.0401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-14.724616493754354,1.174871331214905,-14.960616493754365,1.17618655872345,-15.10661649375436,1.177249550819397,-15.224616493754343,1.1783125429153443,-15.342616493754349,1.1798259553909303,-15.51061649375436,1.1817537546157837,-15.724616493754354,1.184204041481018,-15.996616493754352,1.1873209505081175,-16.34261649375435,1.1702950601577762,-14.452616493754357,1.04035,1.1772891878128053,1.0,75.90113285272932,0.7590113285272931,1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-14.724616493754354,15.724616493754354,15.724616493754354,0.0,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-26 00:00:00+00:00,1.0403,1.04301,1.03901,1.0422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-14.491500931611645,1.174871331214905,-14.727500931611656,1.17618655872345,-14.87350093161165,1.177249550819397,-14.991500931611633,1.1783125429153443,-15.109500931611638,1.1798259553909303,-15.27750093161165,1.1817537546157837,-15.491500931611645,1.184204041481018,-15.763500931611642,1.1873209505081175,-16.109500931611638,1.1702950601577762,-14.219500931611647,1.04101,1.1772891878128053,1.0,80.18628281117707,0.8018628281117707,1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-14.491500931611645,15.491500931611645,15.491500931611645,0.002019036631093263,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-27 00:00:00+00:00,1.04184,1.04441,1.04047,1.04239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-14.470409523608266,1.174871331214905,-14.706409523608277,1.17618655872345,-14.852409523608273,1.177249550819397,-14.970409523608254,1.1783125429153443,-15.08840952360826,1.1798259553909303,-15.256409523608271,1.1817537546157837,-15.470409523608266,1.184204041481018,-15.742409523608263,1.1873209505081175,-16.08840952360826,1.1702950601577762,-14.198409523608268,1.04244,1.1772891878128053,1.0,80.49999999999994,0.8049999999999994,1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-14.470409523608266,15.470409523608266,15.470409523608266,0.00018230665899054976,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-30 00:00:00+00:00,1.04275,1.04584,1.03714,1.04068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-14.660232195638747,1.174871331214905,-14.896232195638758,1.17618655872345,-15.042232195638753,1.177249550819397,-15.160232195638734,1.1783125429153443,-15.27823219563874,1.1798259553909303,-15.446232195638752,1.1817537546157837,-15.660232195638747,1.184204041481018,-15.932232195638743,1.1873209505081175,-16.27823219563874,1.1702950601577762,-14.388232195638748,1.04149,1.1772891878128053,1.0,70.45951859956294,0.7045951859956294,1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-14.660232195638747,15.660232195638747,15.660232195638747,-0.0016404608639759566,,,,,neutral,0.5,0.0,0.0,0,0
2024-12-31 00:00:00+00:00,1.04054,1.04244,1.03438,1.03522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-15.266332657209798,1.174871331214905,-15.50233265720981,1.17618655872345,-15.648332657209805,1.177249550819397,-15.766332657209785,1.1783125429153443,-15.884332657209791,1.1798259553909303,-16.052332657209803,1.1817537546157837,-16.266332657209798,1.184204041481018,-16.538332657209796,1.1873209505081175,-16.884332657209793,1.1702950601577762,-14.994332657209801,1.03841,1.1772891878128053,1.0,50.39123630672951,0.5039123630672951,0,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-15.266332657209798,16.266332657209798,16.266332657209798,-0.0052465695506783705,,,,,neutral,0.5,0.0,0.0,0,0
2025-01-01 00:00:00+00:00,1.0358,1.0359,1.0352,1.0352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-15.268552805420695,1.174871331214905,-15.504552805420708,1.17618655872345,-15.650552805420702,1.177249550819397,-15.768552805420684,1.1783125429153443,-15.88655280542069,1.1798259553909303,-16.054552805420702,1.1817537546157837,-16.268552805420697,1.184204041481018,-16.540552805420695,1.1873209505081175,-16.88655280542069,1.1702950601577762,-14.996552805420698,1.03555,1.1772891878128053,1.0,50.33871808233446,0.5033871808233445,0,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-15.268552805420695,16.268552805420697,16.268552805420697,-1.93195649235145e-05,,,,,neutral,0.5,0.0,0.0,0,0
2025-01-02 00:00:00+00:00,1.03544,1.03756,1.02238,1.02619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1727453470230105,-16.268729574423467,1.174871331214905,-16.50472957442348,1.17618655872345,-16.650729574423476,1.177249550819397,-16.768729574423457,1.1783125429153443,-16.886729574423462,1.1798259553909303,-17.054729574423476,1.1817537546157837,-17.268729574423467,1.184204041481018,-17.540729574423466,1.1873209505081175,-17.886729574423462,1.1702950601577762,-15.99672957442347,1.02997,1.1772891878128053,1.0,34.25531914893617,0.34255319148936164,-1,0.0,0.007059285714285712,0.5,1.0,1.0,0.0,1.1727453470230105,1.1817537546157837,-16.268729574423467,17.268729574423467,17.268729574423467,-0.008703632148377105,,,,,neutral,0.5,0.0,0.0,0,0
