timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'AUDCAD=X')","('high', 'AUDCAD=X')","('low', 'AUDCAD=X')","('close', 'AUDCAD=X')","('volume', 'AUDCAD=X')"
2025-05-07 23:00:00+00:00,0.8891000151634216,0.8897200226783752,0.888159990310669,0.889549970626831,0.0,0.0,0.0,,,,,,
2025-05-08 00:00:00+00:00,0.8895900249481201,0.8910700082778931,0.8885999917984009,0.8903599977493286,0.0,0.0,0.0,,,,,,
2025-05-08 01:00:00+00:00,0.8903700113296509,0.89274001121521,0.8895099759101868,0.8919900059700012,0.0,0.0,0.0,,,,,,
2025-05-08 02:00:00+00:00,0.8919900059700012,0.8928499817848206,0.8911100029945374,0.8920300006866455,0.0,0.0,0.0,,,,,,
2025-05-08 03:00:00+00:00,0.892009973526001,0.8930299878120422,0.8912799954414368,0.8926100134849548,0.0,0.0,0.0,,,,,,
2025-05-08 04:00:00+00:00,0.8925700187683105,0.892799973487854,0.8913300037384033,0.89205002784729,0.0,0.0,0.0,,,,,,
2025-05-08 05:00:00+00:00,0.8920900225639343,0.8922200202941895,0.8903599977493286,0.8916199803352356,0.0,0.0,0.0,,,,,,
2025-05-08 06:00:00+00:00,0.8915299773216248,0.891700029373169,0.888159990310669,0.8891900181770325,0.0,0.0,0.0,,,,,,
2025-05-08 07:00:00+00:00,0.8891900181770325,0.8904600143432617,0.8881000280380249,0.8899199962615967,0.0,0.0,0.0,,,,,,
2025-05-08 08:00:00+00:00,0.8898599743843079,0.8902900218963623,0.8885200023651123,0.8891400098800659,0.0,0.0,0.0,,,,,,
2025-05-08 09:00:00+00:00,0.8891000151634216,0.8902300000190735,0.888260006904602,0.8899999856948853,0.0,0.0,0.0,,,,,,
2025-05-08 10:00:00+00:00,0.889989972114563,0.8914200067520142,0.8891000151634216,0.890209972858429,0.0,0.0,0.0,,,,,,
2025-05-08 11:00:00+00:00,0.8901799917221069,0.8911799788475037,0.8893899917602539,0.8910199999809265,0.0,0.0,0.0,,,,,,
2025-05-08 12:00:00+00:00,0.890999972820282,0.891569972038269,0.8901100158691406,0.8912100195884705,0.0,0.0,0.0,,,,,,
2025-05-08 13:00:00+00:00,0.8911899924278259,0.8919900059700012,0.8902000188827515,0.8911799788475037,0.0,0.0,0.0,,,,,,
2025-05-08 14:00:00+00:00,0.8911600112915039,0.8924000263214111,0.8903700113296509,0.8909000158309937,0.0,0.0,0.0,,,,,,
2025-05-08 15:00:00+00:00,0.8908900022506714,0.8931000232696533,0.8899099826812744,0.8924400210380554,0.0,0.0,0.0,,,,,,
2025-05-08 16:00:00+00:00,0.8924300074577332,0.8925700187683105,0.89069002866745,0.892300009727478,0.0,0.0,0.0,,,,,,
2025-05-08 17:00:00+00:00,0.8922500014305115,0.8923500180244446,0.890500009059906,0.8916400074958801,0.0,0.0,0.0,,,,,,
2025-05-08 18:00:00+00:00,0.8916299939155579,0.8919000029563904,0.889989972114563,0.8906999826431274,0.0,0.0,0.0,,,,,,
2025-05-08 19:00:00+00:00,0.8907099962234497,0.8914499878883362,0.8898599743843079,0.8907600045204163,0.0,0.0,0.0,,,,,,
2025-05-08 20:00:00+00:00,0.8908200263977051,0.8911399841308594,0.8897200226783752,0.8906099796295166,0.0,0.0,0.0,,,,,,
2025-05-08 21:00:00+00:00,0.8901200294494629,0.8914999961853027,0.8897600173950195,0.8906700015068054,0.0,0.0,0.0,,,,,,
2025-05-08 22:00:00+00:00,0.8907300233840942,0.891040027141571,0.8898100256919861,0.8908699750900269,0.0,0.0,0.0,,,,,,
2025-05-08 23:00:00+00:00,0.8908200263977051,0.8908500075340271,0.8891400098800659,0.8901000022888184,0.0,0.0,0.0,,,,,,
2025-05-09 00:00:00+00:00,0.8901000022888184,0.8906599879264832,0.8888099789619446,0.8898599743843079,0.0,0.0,0.0,,,,,,
2025-05-09 01:00:00+00:00,0.8898699879646301,0.8906999826431274,0.8882399797439575,0.8898599743843079,0.0,0.0,0.0,,,,,,
2025-05-09 02:00:00+00:00,0.8898900151252747,0.8906499743461609,0.8876799941062927,0.8905500173568726,0.0,0.0,0.0,,,,,,
2025-05-09 03:00:00+00:00,0.8904899954795837,0.8918300271034241,0.8897299766540527,0.8917800188064575,0.0,0.0,0.0,,,,,,
2025-05-09 04:00:00+00:00,0.891759991645813,0.892009973526001,0.8902900218963623,0.8919000029563904,0.0,0.0,0.0,,,,,,
2025-05-09 05:00:00+00:00,0.8919100165367126,0.8919299840927124,0.8901500105857849,0.8912299871444702,0.0,0.0,0.0,,,,,,
2025-05-09 06:00:00+00:00,0.8912000060081482,0.8917199969291687,0.8901200294494629,0.8910899758338928,0.0,0.0,0.0,,,,,,
2025-05-09 07:00:00+00:00,0.8910300135612488,0.8924300074577332,0.8900899887084961,0.8918499946594238,0.0,0.0,0.0,,,,,,
2025-05-09 08:00:00+00:00,0.8918600082397461,0.8919199705123901,0.8896999955177307,0.8913699984550476,0.0,0.0,0.0,,,,,,
2025-05-09 09:00:00+00:00,0.8913800120353699,0.891539990901947,0.8895699977874756,0.89055997133255,0.0,0.0,0.0,,,,,,
2025-05-09 10:00:00+00:00,0.8905199766159058,0.8906000256538391,0.8888999819755554,0.8904100060462952,0.0,0.0,0.0,,,,,,
