"('timestamp', '')","('open', 'AUDCHF=X')","('high', 'AUDCHF=X')","('low', 'AUDCHF=X')","('close', 'AUDCHF=X')","('volume', 'AUDCHF=X')"
2025-05-27,0.5316600203514099,0.5333669781684875,0.5306000113487244,0.5316600203514099,0
2025-05-28,0.5332900285720825,0.5338699817657471,0.5291000008583069,0.5332900285720825,0
2025-05-29,0.534850001335144,0.5354419946670532,0.5292999744415283,0.534850001335144,0
2025-05-30,0.5297799706459045,0.5303199887275696,0.5274999737739563,0.5297799706459045,0
2025-06-02,0.5297399759292603,0.5315759778022766,0.5285000205039978,0.5297399759292603,0
2025-06-03,0.5301799774169922,0.5328149795532227,0.5273000001907349,0.5301799774169922,0
2025-06-04,0.5320299863815308,0.5342180132865906,0.531000018119812,0.5320299863815308,0
2025-06-05,0.5309450030326843,0.5353699922561646,0.5308499932289124,0.5309450030326843,0
2025-06-06,0.5333099961280823,0.5350679755210876,0.5325000286102295,0.5333099961280823,0
2025-06-09,0.533810019493103,0.5357199907302856,0.5332000255584717,0.533810019493103,0
2025-06-10,0.5346999764442444,0.5369729995727539,0.5331000089645386,0.5346999764442444,0
2025-06-11,0.5364800095558167,0.5366179943084717,0.5329999923706055,0.5364800095558167,0
2025-06-12,0.532837986946106,0.5327579975128174,0.5277000069618225,0.532837986946106,0
2025-06-13,0.5281890034675598,0.5287209749221802,0.521399974822998,0.5281890034675598,0
2025-06-16,0.5274999737739563,0.5305730104446411,0.5253999829292297,0.5274999737739563,0
2025-06-17,0.5295600295066833,0.5323489904403687,0.5289999842643738,0.5295600295066833,0
2025-06-18,0.5293359756469727,0.5331259965896606,0.52920001745224,0.5293359756469727,0
2025-06-19,0.5328800082206726,0.5330179929733276,0.527400016784668,0.5328800082206726,0
2025-06-20,0.5294780135154724,0.5307000279426575,0.5270000100135803,0.5294780135154724,0
2025-06-23,0.5271570086479187,0.5272780060768127,0.5212000012397766,0.5271570086479187,0
2025-06-24,0.5263599753379822,0.5285429954528809,0.5224999785423279,0.5263599753379822,0
2025-06-25,0.5228300094604492,0.5243499875068665,0.5223000049591064,0.5228300094604492,0
2025-06-26,0.524179995059967,0.5248460173606873,0.5223000049591064,0.524179995059967,0
2025-06-27,0.5242990255355835,0.5251870155334473,0.520799994468689,0.5242990255355835,0
2025-06-30,0.5214300155639648,0.52292799949646,0.5195000171661377,0.5214300155639648,0
2025-07-01,0.521340012550354,0.5213099718093872,0.5180000066757202,0.521340012550354,0
2025-07-02,0.5203880071640015,0.5211459994316101,0.5184000134468079,0.5203880071640015,0
2025-07-03,0.5211520195007324,0.523144006729126,0.51910001039505,0.5211520195007324,0
2025-07-04,0.5223209857940674,0.5225489735603333,0.5184999704360962,0.5223209857940674,0
2025-07-07,0.5185999870300293,0.521120011806488,0.5160300135612488,0.5185499787330627,0
