timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'USDJPY=X')","('high', 'USDJPY=X')","('low', 'USDJPY=X')","('close', 'USDJPY=X')","('volume', 'USDJPY=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-06 10:49:05+00:00,143.2115,143.2115,143.2115,143.2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.1762435964867635,143.37272357177736,-0.05975640351324132,143.7666335144043,-0.20575640351323937,144.08499908447266,-0.32375640351323653,144.403364654541,-0.44175640351323364,144.85663088989259,-0.6097564035132392,145.4340057373047,-0.8237564035132365,146.1678653564453,-1.0957564035132334,147.10137796020507,-1.4417564035132338,142.0021328125,0.44824359648676043,143.2115,144.0968703430176,1.0,0.0,0.0,-1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.1762435964867635,0.8237564035132365,0.8237564035132365,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 11:10:27+00:00,143.105,143.105,143.105,143.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.13677010694672645,143.37272357177736,-0.09922989305327837,143.7666335144043,-0.24522989305327642,144.08499908447266,-0.3632298930532736,144.403364654541,-0.4812298930532707,144.85663088989259,-0.6492298930532763,145.4340057373047,-0.8632298930532736,146.1678653564453,-1.1352298930532705,147.10137796020507,-1.4812298930532708,142.0021328125,0.4087701069467234,143.105,144.0968703430176,1.0,0.0,0.0,-1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.13677010694672645,0.8632298930532736,0.8632298930532736,-0.000743655362872464,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-07 23:00:00+00:00,143.8820037841797,143.88800048828125,143.7270050048828,143.85899353027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.4162326020688056,143.37272357177736,0.1802326020688008,143.7666335144043,0.034232602068802735,144.08499908447266,-0.08376739793119439,144.403364654541,-0.20176739793119153,144.85663088989259,-0.3697673979311971,145.4340057373047,-0.5837673979311944,146.1678653564453,-0.8557673979311914,147.10137796020507,-1.2017673979311916,142.0021328125,0.6882326020688025,143.80750274658203,144.0968703430176,1.0,87.62338166956744,0.8762338166956744,1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.4162326020688056,0.5837673979311944,0.5837673979311944,0.0052688133208025345,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 00:00:00+00:00,143.86399841308594,143.9550018310547,143.56199645996094,143.8520050048828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.41364235339362165,143.37272357177736,0.17764235339361686,143.7666335144043,0.03164235339361879,144.08499908447266,-0.08635764660637835,144.403364654541,-0.20435764660637548,144.85663088989259,-0.37235764660638104,145.4340057373047,-0.5863576466063783,146.1678653564453,-0.8583576466063753,147.10137796020507,-1.2043576466063755,142.0021328125,0.6856423533936187,143.7584991455078,144.0968703430176,1.0,86.91747862106989,0.8691747862106989,1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.41364235339362165,0.5863576466063783,0.5863576466063783,-4.8578995439418904e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 01:00:00+00:00,143.8520050048828,143.89700317382812,143.44000244140625,143.50399780273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.28465588716017126,143.37272357177736,0.048655887160166444,143.7666335144043,-0.09734411283983162,144.08499908447266,-0.21534411283982874,144.403364654541,-0.3333441128398259,144.85663088989259,-0.5013441128398315,145.4340057373047,-0.7153441128398288,146.1678653564453,-0.9873441128398257,147.10137796020507,-1.3333441128398258,142.0021328125,0.5566558871601682,143.6685028076172,144.0968703430176,1.0,62.03210151197771,0.6203210151197771,1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.28465588716017126,0.7153441128398288,0.7153441128398288,-0.002419203000588177,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 02:00:00+00:00,143.5070037841797,143.67799377441406,143.46200561523438,143.66700744628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.34507428584355576,143.37272357177736,0.10907428584355096,143.7666335144043,-0.0369257141564471,144.08499908447266,-0.15492571415644424,144.403364654541,-0.27292571415644135,144.85663088989259,-0.44092571415644694,145.4340057373047,-0.6549257141564442,146.1678653564453,-0.9269257141564412,147.10137796020507,-1.2729257141564414,142.0021328125,0.6170742858435527,143.56999969482422,144.0968703430176,1.0,66.52186468329009,0.6652186468329009,1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.34507428584355576,0.6549257141564442,0.6549257141564442,0.001135924058218718,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 03:00:00+00:00,143.67100524902344,143.67599487304688,143.52499389648438,143.5989990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.3198674335612526,143.37272357177736,0.08386743356124779,143.7666335144043,-0.06213256643875027,144.08499908447266,-0.1801325664387474,144.403364654541,-0.29813256643874453,144.85663088989259,-0.4661325664387501,145.4340057373047,-0.6801325664387474,146.1678653564453,-0.9521325664387443,147.10137796020507,-1.2981325664387446,142.0021328125,0.5918674335612496,143.60049438476562,144.0968703430176,1.0,63.39429869968958,0.6339429869968958,1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.3198674335612526,0.6801325664387474,0.6801325664387474,-0.0004733753703124455,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 04:00:00+00:00,143.6020050048828,143.78500366210938,143.54400634765625,143.7740020751953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.38473110617191786,143.37272357177736,0.14873110617191304,143.7666335144043,0.002731106171914993,144.08499908447266,-0.11526889382808214,144.403364654541,-0.23326889382807928,144.85663088989259,-0.40126889382808484,145.4340057373047,-0.6152688938280821,146.1678653564453,-0.887268893828079,147.10137796020507,-1.2332688938280794,142.0021328125,0.6567311061719149,143.6645050048828,144.0968703430176,1.0,67.34500387814461,0.673450038781446,1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.38473110617191786,0.6152688938280821,0.6152688938280821,0.001218692699447299,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 05:00:00+00:00,143.7790069580078,144.0709991455078,143.76300048828125,143.9250030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.44069857536322865,143.37272357177736,0.20469857536322383,143.7666335144043,0.058698575363225786,144.08499908447266,-0.05930142463677135,144.403364654541,-0.17730142463676848,144.85663088989259,-0.34530142463677405,145.4340057373047,-0.5593014246367713,146.1678653564453,-0.8313014246367684,147.10137796020507,-1.1773014246367686,142.0021328125,0.7126985753632256,143.91699981689453,144.0968703430176,1.0,70.12689652835606,0.7012689652835605,1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.44069857536322865,0.5593014246367713,0.5593014246367713,0.0010502662121314454,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 06:00:00+00:00,143.92300415039062,144.43299865722656,143.83900451660156,144.4040069580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.73599243164062,0.6182380653443956,143.37272357177736,0.3822380653443908,143.7666335144043,0.23623806534439276,144.08499908447266,0.11823806534439561,144.403364654541,0.0002380653443984834,144.85663088989259,-0.16776193465560707,145.4340057373047,-0.3817619346556044,146.1678653564453,-0.6537619346556014,147.10137796020507,-0.9997619346556015,142.0021328125,0.8902380653443925,144.13600158691406,144.0968703430176,1.0,76.48232014756962,0.7648232014756963,1,0.0,0.34525005231584976,0.5,1.0,1.0,0.0,142.73599243164062,145.4340057373047,0.6182380653443956,0.3817619346556044,0.3817619346556044,0.003328149356215393,,,,,neutral,0.5,0.0,0.0,LOW,0
