timestamp,open,high,low,close,volume
2025-07-07,0.60580361,0.60584033,0.59907,0.59995198,0
2025-07-05,0.60653847,0.60653847,0.60536,0.60536,0
2025-07-04,0.60727513,0.60838354,0.60525364,0.60609734,0
2025-07-03,0.60854,0.6094588,0.60346389,0.60723829,0
2025-07-02,0.61005372,0.61072433,0.60547346,0.60869,0
2025-07-01,0.60971892,0.61221993,0.60782886,0.61009091,0
2025-06-30,0.60661209,0.61005372,0.6059137,0.6098305,0
2025-06-28,0.60584033,0.60584033,0.60507,0.60507,0
2025-06-27,0.60598713,0.60793972,0.60393769,0.6059137,0
2025-06-26,0.60404712,0.60760725,0.60317272,0.6059137,0
2025-06-25,0.60088933,0.60444874,0.60063672,0.60404712,0
2025-06-24,0.59787154,0.60419309,0.59701496,0.60081714,0
2025-06-23,0.59619629,0.59822923,0.58847761,0.59787154,0
2025-06-21,0.5964452,0.59722,0.5964452,0.59722,0
2025-06-20,0.59952039,0.60092539,0.59652,0.59697932,0
2025-06-19,0.60302716,0.60339105,0.59616071,0.59955633,0
2025-06-18,0.60168475,0.60499728,0.60114217,0.60309994,0
2025-06-17,0.60631782,0.60812455,0.60125059,0.60164851,0
2025-06-16,0.60132289,0.60882801,0.60067272,0.6062811,0
2025-06-14,0.60175711,0.60175711,0.6013,0.6013,0
2025-06-13,0.60727513,0.60727513,0.5998081,0.60197449,0
2025-06-12,0.60328186,0.60731202,0.6008532,0.60705394,0
2025-06-11,0.60536349,0.60661209,0.6025,0.60306358,0
2025-06-10,0.60492408,0.60602391,0.60302716,0.60540015,0
2025-06-09,0.60262746,0.60668564,0.60164851,0.60488749,0
2025-06-07,0.60164851,0.60164851,0.60147,0.60147,0
2025-06-06,0.60357314,0.60510707,0.60063,0.60175711,0
2025-06-05,0.60302716,0.60812455,0.60273641,0.60375535,0
2025-06-04,0.59995198,0.60412008,0.59941256,0.60284543,0
2025-06-03,0.60379177,0.60562015,0.59908938,0.59995198,0
