timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-05-05 23:00:00+00:00,1.092579960823059,1.092960000038147,1.0920499563217163,1.0927300453186035,0,0.0,0.0
2025-05-06 00:00:00+00:00,1.0927200317382812,1.094130039215088,1.0924400091171265,1.0940099954605105,0,0.0,0.0
2025-05-06 01:00:00+00:00,1.0939899682998655,1.0945700407028198,1.0933899879455566,1.0944499969482422,0,0.0,0.0
2025-05-06 02:00:00+00:00,1.0944099426269531,1.0944900512695312,1.0929399728775024,1.0934200286865234,0,0.0,0.0
2025-05-06 03:00:00+00:00,1.0935200452804563,1.094499945640564,1.0927799940109253,1.0942800045013428,0,0.0,0.0
2025-05-06 04:00:00+00:00,1.0942699909210205,1.094499945640564,1.0936800241470337,1.0944900512695312,0,0.0,0.0
2025-05-06 05:00:00+00:00,1.0944600105285645,1.094599962234497,1.0928800106048584,1.0933200120925903,0,0.0,0.0
2025-05-06 06:00:00+00:00,1.0933300256729126,1.0953400135040283,1.093019962310791,1.0952099561691284,0,0.0,0.0
2025-05-06 07:00:00+00:00,1.095270037651062,1.0979700088500977,1.0951999425888062,1.0974299907684326,0,0.0,0.0
2025-05-06 08:00:00+00:00,1.0974500179290771,1.0987999439239502,1.096150040626526,1.0972900390625,0,0.0,0.0
2025-05-06 09:00:00+00:00,1.097249984741211,1.1002999544143677,1.0958900451660156,1.100219964981079,0,0.0,0.0
2025-05-06 10:00:00+00:00,1.1002099514007568,1.1014399528503418,1.099269986152649,1.100950002670288,0,0.0,0.0
2025-05-06 11:00:00+00:00,1.101580023765564,1.1028599739074707,1.1007699966430664,1.10247004032135,0,0.0,0.0
2025-05-06 12:00:00+00:00,1.1024399995803833,1.104599952697754,1.1023099422454834,1.1041100025177002,0,0.0,0.0
2025-05-06 13:00:00+00:00,1.104099988937378,1.1043100357055664,1.1010199785232544,1.1013000011444092,0,0.0,0.0
2025-05-06 14:00:00+00:00,1.1013100147247314,1.1040199995040894,1.1005200147628784,1.1017600297927856,0,0.0,0.0
2025-05-06 15:00:00+00:00,1.1016900539398191,1.1025999784469604,1.100780010223389,1.1016600131988523,0,0.0,0.0
2025-05-06 16:00:00+00:00,1.101680040359497,1.1023399829864502,1.0994499921798706,1.1001399755477903,0,0.0,0.0
2025-05-06 17:00:00+00:00,1.1001100540161133,1.1004300117492676,1.0980700254440308,1.0987199544906616,0,0.0,0.0
2025-05-06 18:00:00+00:00,1.0986900329589844,1.0992000102996826,1.0978599786758425,1.098989963531494,0,0.0,0.0
2025-05-06 19:00:00+00:00,1.098989963531494,1.099519968032837,1.0985599756240845,1.0990999937057495,0,0.0,0.0
2025-05-06 20:00:00+00:00,1.0990899801254272,1.0997999906539917,1.097790002822876,1.0984899997711182,0,0.0,0.0
2025-05-06 21:00:00+00:00,1.0983099937438965,1.1000200510025024,1.0977699756622314,1.0989400148391724,0,0.0,0.0
2025-05-06 22:00:00+00:00,1.0987900495529177,1.1032400131225586,1.0979299545288086,1.1025700569152832,0,0.0,0.0
2025-05-06 23:00:00+00:00,1.1026500463485718,1.1030700206756592,1.1017800569534302,1.1027300357818604,0,0.0,0.0
2025-05-07 00:00:00+00:00,1.1027100086212158,1.103700041770935,1.1009800434112549,1.1033200025558472,0,0.0,0.0
2025-05-07 01:00:00+00:00,1.1032500267028809,1.104009985923767,1.1024099588394165,1.1027100086212158,0,0.0,0.0
2025-05-07 02:00:00+00:00,1.1028000116348269,1.1031099557876587,1.1010899543762207,1.101449966430664,0,0.0,0.0
2025-05-07 03:00:00+00:00,1.1015199422836304,1.1021000146865845,1.1010500192642212,1.1015700101852417,0,0.0,0.0
2025-05-07 04:00:00+00:00,1.1015700101852417,1.1017500162124634,1.1007699966430664,1.1014399528503418,0,0.0,0.0
2025-05-07 05:00:00+00:00,1.1014399528503418,1.1017099618911743,1.1003899574279783,1.1008399724960327,0,0.0,0.0
2025-05-07 06:00:00+00:00,1.100890040397644,1.101940035820007,1.09961998462677,1.1002399921417236,0,0.0,0.0
2025-05-07 07:00:00+00:00,1.1001800298690796,1.1024500131607056,1.099329948425293,1.102120041847229,0,0.0,0.0
2025-05-07 08:00:00+00:00,1.1021499633789062,1.1029599905014038,1.1004600524902344,1.1009399890899658,0,0.0,0.0
2025-05-07 09:00:00+00:00,1.1009199619293213,1.101639986038208,1.0983699560165403,1.0988999605178833,0,0.0,0.0
2025-05-07 10:00:00+00:00,1.09893000125885,1.1001399755477903,1.097409963607788,1.0987800359725952,0,0.0,0.0
2025-05-07 11:00:00+00:00,1.098729968070984,1.1012200117111206,1.0983799695968628,1.101099967956543,0,0.0,0.0
2025-05-07 12:00:00+00:00,1.1010500192642212,1.1011099815368652,1.097190022468567,1.098620057106018,0,0.0,0.0
2025-05-07 13:00:00+00:00,1.0986299514770508,1.0991300344467163,1.096619963645935,1.097219944000244,0,0.0,0.0
2025-05-07 14:00:00+00:00,1.0971699953079224,1.0989400148391724,1.0955499410629272,1.0963499546051023,0,0.0,0.0
2025-05-07 15:00:00+00:00,1.0963599681854248,1.0969200134277344,1.0955100059509275,1.096019983291626,0,0.0,0.0
2025-05-07 16:00:00+00:00,1.0959800481796265,1.0960999727249146,1.0933599472045898,1.094849944114685,0,0.0,0.0
2025-05-07 17:00:00+00:00,1.0948400497436523,1.0955400466918943,1.0939600467681885,1.0939600467681885,0,0.0,0.0
2025-05-07 18:00:00+00:00,1.0944000482559204,1.094980001449585,1.091729998588562,1.093709945678711,0,0.0,0.0
2025-05-07 19:00:00+00:00,1.093649983406067,1.0957499742507937,1.0931799411773682,1.094730019569397,0,0.0,0.0
2025-05-07 20:00:00+00:00,1.0946600437164309,1.095469951629639,1.0936599969863892,1.095469951629639,0,0.0,0.0
2025-05-07 21:00:00+00:00,1.094380021095276,1.0951299667358398,1.0932899713516235,1.0938400030136108,0,0.0,0.0
2025-05-07 22:00:00+00:00,1.09375,1.0948200225830078,1.093250036239624,1.0945199728012085,0,0.0,0.0
2025-05-07 23:00:00+00:00,1.094670057296753,1.0953099727630615,1.0940699577331543,1.0951999425888062,0,0.0,0.0
2025-05-08 00:00:00+00:00,1.095270037651062,1.0956300497055054,1.0941400527954102,1.095420002937317,0,0.0,0.0
2025-05-08 01:00:00+00:00,1.0953799486160278,1.097599983215332,1.0950100421905518,1.0973700284957886,0,0.0,0.0
2025-05-08 02:00:00+00:00,1.097309947013855,1.0983799695968628,1.0971599817276,1.098230004310608,0,0.0,0.0
2025-05-08 03:00:00+00:00,1.0982199907302856,1.0988399982452393,1.097659945487976,1.0984599590301514,0,0.0,0.0
2025-05-08 04:00:00+00:00,1.0985300540924072,1.0988099575042725,1.0979700088500977,1.0986100435256958,0,0.0,0.0
2025-05-08 05:00:00+00:00,1.0987000465393066,1.0989999771118164,1.097309947013855,1.098620057106018,0,0.0,0.0
2025-05-08 06:00:00+00:00,1.0986700057983398,1.0995700359344482,1.0976999998092651,1.0987099409103394,0,0.0,0.0
2025-05-08 07:00:00+00:00,1.098649978637695,1.1001399755477903,1.098140001296997,1.099519968032837,0,0.0,0.0
2025-05-08 08:00:00+00:00,1.0994600057601929,1.0995299816131592,1.095469951629639,1.0968999862670898,0,0.0,0.0
2025-05-08 09:00:00+00:00,1.096850037574768,1.0973199605941772,1.095289945602417,1.09660005569458,0,0.0,0.0
2025-05-08 10:00:00+00:00,1.096560001373291,1.0976500511169434,1.0950100421905518,1.09552001953125,0,0.0,0.0
2025-05-08 11:00:00+00:00,1.09552001953125,1.100200057029724,1.0935100317001345,1.0994399785995483,0,0.0,0.0
2025-05-08 12:00:00+00:00,1.0994700193405151,1.1011799573898315,1.0976699590682983,1.0983400344848633,0,0.0,0.0
2025-05-08 13:00:00+00:00,1.0983699560165403,1.1015000343322754,1.0980099439620972,1.1007000207901,0,0.0,0.0
2025-05-08 14:00:00+00:00,1.1006799936294556,1.1014900207519531,1.0992200374603271,1.100780010223389,0,0.0,0.0
2025-05-08 15:00:00+00:00,1.1007200479507446,1.1017500162124634,1.0988099575042725,1.101449966430664,0,0.0,0.0
2025-05-08 16:00:00+00:00,1.101430058479309,1.103279948234558,1.1005799770355225,1.1021300554275513,0,0.0,0.0
2025-05-08 17:00:00+00:00,1.10207998752594,1.102370023727417,1.1010600328445437,1.1016000509262085,0,0.0,0.0
2025-05-08 18:00:00+00:00,1.1015199422836304,1.1018600463867188,1.100659966468811,1.1013799905776978,0,0.0,0.0
2025-05-08 19:00:00+00:00,1.10139000415802,1.1033799648284912,1.1002999544143677,1.100749969482422,0,0.0,0.0
2025-05-08 20:00:00+00:00,1.1008000373840332,1.1022000312805176,1.1005100011825562,1.100559949874878,0,0.0,0.0
2025-05-08 21:00:00+00:00,1.1009299755096436,1.101940035820007,1.0993599891662598,1.1003700494766235,0,0.0,0.0
2025-05-08 22:00:00+00:00,1.1006100177764893,1.1015700101852417,1.0999900102615356,1.1009299755096436,0,0.0,0.0
2025-05-08 23:00:00+00:00,1.1009700298309326,1.101449966430664,1.1005699634552002,1.100950002670288,0,0.0,0.0
2025-05-09 00:00:00+00:00,1.10099995136261,1.1011899709701538,1.0994199514389038,1.1000499725341797,0,0.0,0.0
2025-05-09 01:00:00+00:00,1.1000699996948242,1.1015599966049194,1.0995299816131592,1.1013100147247314,0,0.0,0.0
2025-05-09 02:00:00+00:00,1.1013799905776978,1.1022100448608398,1.1003600358963013,1.100790023803711,0,0.0,0.0
2025-05-09 03:00:00+00:00,1.100759983062744,1.101289987564087,1.099810004234314,1.1003199815750122,0,0.0,0.0
2025-05-09 04:00:00+00:00,1.1003199815750122,1.100450038909912,1.0995700359344482,1.10030996799469,0,0.0,0.0
2025-05-09 05:00:00+00:00,1.100250005722046,1.100499987602234,1.0992300510406494,1.1002299785614014,0,0.0,0.0
2025-05-09 06:00:00+00:00,1.1002399921417236,1.1007699966430664,1.0990300178527832,1.0997600555419922,0,0.0,0.0
2025-05-09 07:00:00+00:00,1.0998899936676023,1.1016700267791748,1.0994700193405151,1.101449966430664,0,0.0,0.0
2025-05-09 08:00:00+00:00,1.101430058479309,1.101989984512329,1.100540041923523,1.101699948310852,0,0.0,0.0
2025-05-09 09:00:00+00:00,1.1016700267791748,1.1038299798965454,1.1013799905776978,1.10371994972229,0,0.0,0.0
2025-05-09 10:00:00+00:00,1.103700041770935,1.1044100522994995,1.1024999618530271,1.1031399965286257,0,0.0,0.0
2025-05-09 11:00:00+00:00,1.1030999422073364,1.104009985923767,1.101680040359497,1.1027400493621826,0,0.0,0.0
2025-05-09 12:00:00+00:00,1.102720022201538,1.104200005531311,1.102120041847229,1.1029599905014038,0,0.0,0.0
2025-05-09 13:00:00+00:00,1.1030000448226929,1.1034599542617798,1.1017600297927856,1.1026099920272827,0,0.0,0.0
2025-05-09 14:00:00+00:00,1.102550029754639,1.1034200191497805,1.100469946861267,1.102810025215149,0,0.0,0.0
2025-05-09 15:00:00+00:00,1.1028800010681152,1.104949951171875,1.1021699905395508,1.1048799753189087,0,0.0,0.0
