timestamp,open,high,low,close,volume
2025-07-07,1.60248,1.60529,1.59908,1.6009,0
2025-07-05,1.60186,1.60186,1.60186,1.60186,0
2025-07-04,1.59642,1.6035,1.59547,1.60138,0
2025-07-03,1.60192,1.61083,1.59252,1.59677,0
2025-07-02,1.61056,1.61083,1.60185,1.60233,0
2025-07-01,1.60358,1.6096,1.6015,1.60358,0
2025-06-30,1.60436,1.60565,1.5996,1.60436,0
2025-06-28,1.60289,1.60295,1.60289,1.60295,0
2025-06-27,1.59498,1.60294,1.59428,1.59498,0
2025-06-26,1.60203,1.60635,1.59422,1.60203,0
2025-06-25,1.59382,1.59881,1.59148,1.59382,0
2025-06-24,1.5922,1.5935,1.58776,1.5922,0
2025-06-23,1.57998,1.58915,1.57923,1.57998,0
2025-06-20,1.57633,1.58362,1.57593,1.57633,0
2025-06-19,1.57176,1.5765,1.5699,1.57176,0
2025-06-18,1.57116,1.57734,1.56906,1.57116,0
2025-06-17,1.56793,1.57097,1.56523,1.56793,0
2025-06-16,1.5685,1.57318,1.56687,1.5685,0
2025-06-13,1.57711,1.57829,1.56714,1.57711,0
2025-06-12,1.57254,1.58368,1.57121,1.57254,0
2025-06-11,1.5633,1.57047,1.5601,1.5633,0
2025-06-10,1.56537,1.5667,1.561,1.56537,0
2025-06-09,1.56164,1.56413,1.5588,1.56164,0
2025-06-06,1.56523,1.56539,1.5575,1.56523,0
2025-06-05,1.56235,1.56794,1.55899,1.56235,0
2025-06-04,1.56116,1.56388,1.55909,1.56116,0
2025-06-03,1.57017,1.57069,1.56038,1.57017,0
2025-06-02,1.55807,1.56842,1.55807,1.55807,0
2025-05-30,1.57072,1.57202,1.5592,1.57072,0
2025-05-29,1.55592,1.56983,1.55529,1.55592,0
