timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'USDCAD=X')","('high', 'USDCAD=X')","('low', 'USDCAD=X')","('close', 'USDCAD=X')","('volume', 'USDCAD=X')"
2025-05-05 23:00:00+00:00,1.382140040397644,1.382349967956543,1.381600022315979,1.3818999528884888,0.0,0.0,0.0,,,,,,
2025-05-06 00:00:00+00:00,1.3822699785232544,1.383999943733215,1.381700038909912,1.3838499784469604,0.0,0.0,0.0,,,,,,
2025-05-06 01:00:00+00:00,1.383829951286316,1.3845100402832031,1.3827999830245972,1.3833999633789062,0.0,0.0,0.0,,,,,,
2025-05-06 02:00:00+00:00,1.383780002593994,1.3838900327682495,1.3823000192642212,1.3828099966049194,0.0,0.0,0.0,,,,,,
2025-05-06 03:00:00+00:00,1.382789969444275,1.383239984512329,1.381700038909912,1.3823399543762207,0.0,0.0,0.0,,,,,,
2025-05-06 04:00:00+00:00,1.3822799921035769,1.3823699951171875,1.38100004196167,1.3811999559402466,0.0,0.0,0.0,,,,,,
2025-05-06 05:00:00+00:00,1.3814599514007568,1.382599949836731,1.381100058555603,1.3824000358581543,0.0,0.0,0.0,,,,,,
2025-05-06 06:00:00+00:00,1.3824000358581543,1.3830900192260742,1.381600022315979,1.3823599815368652,0.0,0.0,0.0,,,,,,
2025-05-06 07:00:00+00:00,1.3823599815368652,1.3825700283050537,1.3804999589920044,1.3814300298690796,0.0,0.0,0.0,,,,,,
2025-05-06 08:00:00+00:00,1.3814300298690796,1.3820500373840332,1.3803999423980713,1.3819600343704224,0.0,0.0,0.0,,,,,,
2025-05-06 09:00:00+00:00,1.3819600343704224,1.3832499980926514,1.3813999891281128,1.3827799558639526,0.0,0.0,0.0,,,,,,
2025-05-06 10:00:00+00:00,1.3827699422836304,1.3829699754714966,1.3812999725341797,1.382040023803711,0.0,0.0,0.0,,,,,,
2025-05-06 11:00:00+00:00,1.3820500373840332,1.3820500373840332,1.3797999620437622,1.3803800344467163,0.0,0.0,0.0,,,,,,
2025-05-06 12:00:00+00:00,1.3803199529647827,1.3808499574661257,1.3791999816894531,1.3801499605178833,0.0,0.0,0.0,,,,,,
2025-05-06 13:00:00+00:00,1.3801000118255615,1.3809000253677368,1.3775999546051023,1.378000020980835,0.0,0.0,0.0,,,,,,
2025-05-06 14:00:00+00:00,1.3783400058746338,1.3793799877166748,1.3777999877929688,1.3791300058364868,0.0,0.0,0.0,,,,,,
2025-05-06 15:00:00+00:00,1.3791199922561646,1.3793100118637085,1.3767000436782837,1.3775299787521362,0.0,0.0,0.0,,,,,,
2025-05-06 16:00:00+00:00,1.3774800300598145,1.379040002822876,1.3746000528335571,1.3771400451660156,0.0,0.0,0.0,,,,,,
2025-05-06 17:00:00+00:00,1.3771400451660156,1.378659963607788,1.3758000135421753,1.3773000240325928,0.0,0.0,0.0,,,,,,
2025-05-06 18:00:00+00:00,1.3776999711990356,1.3784099817276,1.3767000436782837,1.3772300481796265,0.0,0.0,0.0,,,,,,
2025-05-06 19:00:00+00:00,1.3772399425506592,1.377650022506714,1.3760000467300415,1.376979947090149,0.0,0.0,0.0,,,,,,
2025-05-06 20:00:00+00:00,1.3769700527191162,1.3782999515533447,1.376099944114685,1.3775299787521362,0.0,0.0,0.0,,,,,,
2025-05-06 21:00:00+00:00,1.3775700330734253,1.3777999877929688,1.3765499591827393,1.3767000436782837,0.0,0.0,0.0,,,,,,
2025-05-06 22:00:00+00:00,1.3765000104904177,1.3774700164794922,1.3761999607086182,1.3770400285720823,0.0,0.0,0.0,,,,,,
2025-05-06 23:00:00+00:00,1.376979947090149,1.3775299787521362,1.3759000301361084,1.3771400451660156,0.0,0.0,0.0,,,,,,
2025-05-07 00:00:00+00:00,1.3770999908447266,1.3780900239944458,1.3762999773025513,1.377150058746338,0.0,0.0,0.0,,,,,,
2025-05-07 01:00:00+00:00,1.377150058746338,1.3792500495910645,1.3767000436782837,1.378309965133667,0.0,0.0,0.0,,,,,,
2025-05-07 02:00:00+00:00,1.3782999515533447,1.379870057106018,1.377900004386902,1.379420042037964,0.0,0.0,0.0,,,,,,
2025-05-07 03:00:00+00:00,1.379420042037964,1.379699945449829,1.378499984741211,1.3791500329971311,0.0,0.0,0.0,,,,,,
2025-05-07 04:00:00+00:00,1.379140019416809,1.3796199560165403,1.378100037574768,1.379520058631897,0.0,0.0,0.0,,,,,,
2025-05-07 05:00:00+00:00,1.3795100450515747,1.3797199726104736,1.3783999681472778,1.379080057144165,0.0,0.0,0.0,,,,,,
2025-05-07 06:00:00+00:00,1.3791300058364868,1.3793599605560305,1.378100037574768,1.3787800073623655,0.0,0.0,0.0,,,,,,
2025-05-07 07:00:00+00:00,1.3788399696350098,1.3795700073242188,1.3777999877929688,1.378440022468567,0.0,0.0,0.0,,,,,,
2025-05-07 08:00:00+00:00,1.378100037574768,1.379330039024353,1.3776999711990356,1.3792799711227417,0.0,0.0,0.0,,,,,,
2025-05-07 09:00:00+00:00,1.3792999982833862,1.380329966545105,1.3787000179290771,1.380139946937561,0.0,0.0,0.0,,,,,,
2025-05-07 10:00:00+00:00,1.3801900148391724,1.3802000284194946,1.378499984741211,1.3789299726486206,0.0,0.0,0.0,,,,,,
2025-05-07 11:00:00+00:00,1.3789299726486206,1.379580020904541,1.378000020980835,1.379330039024353,0.0,0.0,0.0,,,,,,
2025-05-07 12:00:00+00:00,1.3792999982833862,1.3806400299072266,1.3787000179290771,1.3801499605178833,0.0,0.0,0.0,,,,,,
2025-05-07 13:00:00+00:00,1.3802000284194946,1.380620002746582,1.377400040626526,1.377869963645935,0.0,0.0,0.0,,,,,,
2025-05-07 14:00:00+00:00,1.377869963645935,1.3798799514770508,1.3772000074386597,1.3779499530792236,0.0,0.0,0.0,,,,,,
2025-05-07 15:00:00+00:00,1.3779799938201904,1.378309965133667,1.3768999576568604,1.3774499893188477,0.0,0.0,0.0,,,,,,
2025-05-07 16:00:00+00:00,1.377410054206848,1.3795499801635742,1.3770999908447266,1.3785300254821775,0.0,0.0,0.0,,,,,,
2025-05-07 17:00:00+00:00,1.3785500526428225,1.380679965019226,1.378100037574768,1.38031005859375,0.0,0.0,0.0,,,,,,
2025-05-07 18:00:00+00:00,1.3802499771118164,1.381719946861267,1.3783999681472778,1.380519986152649,0.0,0.0,0.0,,,,,,
2025-05-07 19:00:00+00:00,1.3804999589920044,1.3837000131607056,1.3801000118255615,1.3830300569534302,0.0,0.0,0.0,,,,,,
