timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'AUDCAD=X')","('high', 'AUDCAD=X')","('low', 'AUDCAD=X')","('close', 'AUDCAD=X')","('volume', 'AUDCAD=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-07 23:00:00+00:00,0.8891000151634216,0.8897200226783752,0.888159990310669,0.889549970626831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.25133340416489586,0.8893779301643372,0.01533340416489271,0.891016047000885,-0.13066659583510254,0.8923400044441223,-0.24866659583510412,0.8936639618873596,-0.3666665958351057,0.8955489182472229,-0.5346665958351073,0.8979499936103821,-0.7486665958351041,0.9010018277168274,-1.0206665958351007,0.9048839402198792,-1.3666665958351056,0.8836781811714173,0.5233334041648923,0.8889400064945221,0.8923893723487855,0.8923893723487855,0.0,0.0,-1,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.25133340416489586,0.7486665958351041,0.7486665958351042,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 00:00:00+00:00,0.8895900249481201,0.8910700082778931,0.8885999917984009,0.8903599977493286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.3235284742881428,0.8893779301643372,0.08752847428813963,0.891016047000885,-0.05847152571185562,0.8923400044441223,-0.1764715257118572,0.8936639618873596,-0.2944715257118588,0.8955489182472229,-0.46247152571186034,0.8979499936103821,-0.6764715257118572,0.9010018277168274,-0.9484715257118537,0.9048839402198792,-1.2944715257118589,0.8836781811714173,0.5955284742881393,0.889835000038147,0.8923893723487855,0.8923893723487855,81.27180304993522,0.8127180304993522,1,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.3235284742881428,0.6764715257118572,0.6764715257118572,0.0009106032817096654,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 01:00:00+00:00,0.8903700113296509,0.89274001121521,0.8895099759101868,0.8919900059700012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.4688057798555036,0.8893779301643372,0.23280577985550044,0.891016047000885,0.0868057798555052,0.8923400044441223,-0.03119422014449639,0.8936639618873596,-0.14919422014449796,0.8955489182472229,-0.31719422014449955,0.8979499936103821,-0.5311942201444964,0.9010018277168274,-0.8031942201444928,0.9048839402198792,-1.149194220144498,0.8836781811714173,0.7408057798555,0.8911249935626984,0.8923893723487855,0.8923893723487855,89.70625294459236,0.8970625294459237,1,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.4688057798555036,0.5311942201444964,0.5311942201444964,0.0018307293957422477,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 02:00:00+00:00,0.8919900059700012,0.8928499817848206,0.8911100029945374,0.8920300006866455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.472370378240544,0.8893779301643372,0.23637037824054083,0.891016047000885,0.09037037824054557,0.8923400044441223,-0.027629621759456012,0.8936639618873596,-0.1456296217594576,0.8955489182472229,-0.3136296217594592,0.8979499936103821,-0.527629621759456,0.9010018277168274,-0.7996296217594524,0.9048839402198792,-1.1456296217594577,0.8836781811714173,0.7443703782405404,0.891979992389679,0.8923893723487855,0.8923893723487855,86.91631735067612,0.8691631735067612,1,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.472370378240544,0.527629621759456,0.527629621759456,4.483762864682106e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 03:00:00+00:00,0.892009973526001,0.8930299878120422,0.8912799954414368,0.8926100134849548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.5240650233744156,0.8893779301643372,0.2880650233744125,0.891016047000885,0.14206502337441723,0.8923400044441223,0.02406502337441564,0.8936639618873596,-0.09393497662558595,0.8955489182472229,-0.2619349766255875,0.8979499936103821,-0.47593497662558437,0.9010018277168274,-0.7479349766255808,0.9048839402198792,-1.093934976625586,0.8836781811714173,0.7960650233744121,0.8921549916267395,0.8923893723487855,0.8923893723487855,86.76794109445113,0.8676794109445113,1,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.5240650233744156,0.47593497662558437,0.47593497662558437,0.0006502166943520571,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 04:00:00+00:00,0.8925700187683105,0.892799973487854,0.8913300037384033,0.89205002784729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.47415533361665957,0.8893779301643372,0.23815533361665642,0.891016047000885,0.09215533361666117,0.8923400044441223,-0.025844666383340417,0.8936639618873596,-0.143844666383342,0.8955489182472229,-0.31184466638334357,0.8979499936103821,-0.5258446663833404,0.9010018277168274,-0.7978446663833368,0.9048839402198792,-1.143844666383342,0.8836781811714173,0.746155333616656,0.8920649886131287,0.8923893723487855,0.8923893723487855,84.53090525899826,0.8453090525899826,1,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.47415533361665957,0.5258446663833404,0.5258446663833405,-0.0006273575572813828,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 05:00:00+00:00,0.8920900225639343,0.8922200202941895,0.8903599977493286,0.8916199803352356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.4358266043348916,0.8893779301643372,0.19982660433488847,0.891016047000885,0.05382660433489321,0.8923400044441223,-0.06417339566510838,0.8936639618873596,-0.18217339566510996,0.8955489182472229,-0.3501733956651115,0.8979499936103821,-0.5641733956651084,0.9010018277168274,-0.8361733956651048,0.9048839402198792,-1.18217339566511,0.8836781811714173,0.7078266043348881,0.891290009021759,0.8923893723487855,0.8923893723487855,75.55519580862118,0.7555519580862118,1,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.4358266043348916,0.5641733956651084,0.5641733956651084,-0.00048208900692736645,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 06:00:00+00:00,0.8915299773216248,0.891700029373169,0.888159990310669,0.8891900181770325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.2192520186995325,0.8893779301643372,-0.016747981300470654,0.891016047000885,-0.16274798130046592,0.8923400044441223,-0.28074798130046746,0.8936639618873596,-0.39874798130046907,0.8955489182472229,-0.5667479813004707,0.8979499936103821,-0.7807479813004675,0.9010018277168274,-1.0527479813004639,0.9048839402198792,-1.398747981300469,0.8836781811714173,0.49125201869952895,0.889930009841919,0.8923893723487855,0.8923893723487855,47.22260548028367,0.4722260548028367,0,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.2192520186995325,0.7807479813004675,0.7807479813004675,-0.0027253338998634025,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 07:00:00+00:00,0.8891900181770325,0.8904600143432617,0.8881000280380249,0.8899199962615967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.2843125796855079,0.8893779301643372,0.048312579685504696,0.891016047000885,-0.09768742031449056,0.8923400044441223,-0.21568742031449215,0.8936639618873596,-0.3336874203144937,0.8955489182472229,-0.5016874203144953,0.8979499936103821,-0.7156874203144922,0.9010018277168274,-0.9876874203144885,0.9048839402198792,-1.3336874203144937,0.8836781811714173,0.5563125796855043,0.8892800211906433,0.8923893723487855,0.8923893723487855,52.56605270989716,0.5256605270989716,0,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.2843125796855079,0.7156874203144922,0.7156874203144921,0.0008209472324720579,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 08:00:00+00:00,0.8898599743843079,0.8902900218963623,0.8885200023651123,0.8891400098800659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867300152778625,0.21479494262643434,0.8893779301643372,-0.021205057373568828,0.891016047000885,-0.1672050573735641,0.8923400044441223,-0.28520505737356566,0.8936639618873596,-0.40320505737356727,0.8955489182472229,-0.5712050573735689,0.8979499936103821,-0.7852050573735656,0.9010018277168274,-1.057205057373562,0.9048839402198792,-1.4032050573735673,0.8836781811714173,0.4867949426264308,0.8894050121307373,0.8923893723487855,0.8923893723487855,47.434539350988445,0.47434539350988447,0,0.0,0.002108569656099592,0.5,1.0,1.0,0.0,0.8867300152778625,0.8979499936103821,0.21479494262643434,0.7852050573735656,0.7852050573735656,-0.0008764679800513653,,,,,neutral,0.5,0.0,0.0,LOW,0
