timestamp,open,high,low,close,volume
2025-07-07,1.85728,1.86127,1.85561,1.85816,0
2025-07-05,1.85572,1.85572,1.85572,1.85572,0
2025-07-04,1.85361,1.85873,1.85245,1.85585,0
2025-07-03,1.85127,1.85847,1.84932,1.8542,0
2025-07-02,1.87427,1.87639,1.85044,1.85137,0
2025-07-01,1.86777,1.87596,1.86486,1.87494,0
2025-06-30,1.87801,1.87911,1.86691,1.86812,0
2025-06-28,1.87667,1.87674,1.87667,1.87674,0
2025-06-27,1.87211,1.88293,1.87073,1.8767,0
2025-06-26,1.87439,1.88311,1.87107,1.87177,0
2025-06-25,1.86775,1.87615,1.86615,1.875,0
2025-06-24,1.85584,1.87059,1.85358,1.86818,0
2025-06-23,1.84538,1.85934,1.84363,1.85654,0
2025-06-21,1.8469,1.8469,1.8469,1.8469,0
2025-06-20,1.84436,1.85307,1.84184,1.84617,0
2025-06-19,1.83653,1.84638,1.83419,1.83885,0
2025-06-18,1.83502,1.84349,1.83302,1.83852,0
2025-06-17,1.84393,1.84393,1.83061,1.83554,0
2025-06-16,1.84092,1.84542,1.83972,1.84382,0
2025-06-14,1.8437,1.8437,1.8437,1.8437,0
2025-06-13,1.85195,1.85322,1.8412,1.84253,0
2025-06-12,1.85179,1.85701,1.84762,1.85089,0
2025-06-11,1.84425,1.85272,1.84131,1.85196,0
2025-06-10,1.85382,1.85765,1.84445,1.84557,0
2025-06-09,1.8531,1.857,1.85116,1.85538,0
2025-06-07,1.85139,1.85139,1.85139,1.85139,0
2025-06-06,1.85501,1.85671,1.84974,1.85222,0
2025-06-05,1.85564,1.85761,1.85112,1.85501,0
2025-06-04,1.85413,1.85696,1.85144,1.85332,0
2025-06-03,1.8561,1.85925,1.85274,1.85391,0
