timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'AUDUSD=X')","('high', 'AUDUSD=X')","('low', 'AUDUSD=X')","('close', 'AUDUSD=X')","('volume', 'AUDUSD=X')"
2025-05-06 10:49:08+00:00,0.64507,0.64507,0.64507,0.64507,0.0,,,,,,,,
2025-05-07 23:00:00+00:00,0.6428800821304321,0.6437367796897888,0.6428387761116028,0.6432895064353943,0.0,0.0,0.0,,,,,,
2025-05-08 00:00:00+00:00,0.6433557271957397,0.6449865102767944,0.6433184742927551,0.6444669365882874,0.0,0.0,0.0,,,,,,
2025-05-08 01:00:00+00:00,0.6443880200386047,0.646508514881134,0.6443880200386047,0.6459113955497742,0.0,0.0,0.0,,,,,,
2025-05-08 02:00:00+00:00,0.6463664770126343,0.6467176079750061,0.6455777883529663,0.6456486582756042,0.0,0.0,0.0,,,,,,
2025-05-08 03:00:00+00:00,0.6456695199012756,0.6466464996337891,0.6456695199012756,0.6459572911262512,0.0,0.0,0.0,,,,,,
2025-05-08 04:00:00+00:00,0.6459072232246399,0.64607834815979,0.6454527974128723,0.6454694271087646,0.0,0.0,0.0,,,,,,
2025-05-08 05:00:00+00:00,0.6454194784164429,0.6455069184303284,0.6437202095985413,0.6445791125297546,0.0,0.0,0.0,,,,,,
2025-05-08 06:00:00+00:00,0.6446289420127869,0.6446289420127869,0.6411489248275757,0.6413792371749878,0.0,0.0,0.0,,,,,,
2025-05-08 07:00:00+00:00,0.6414285898208618,0.6425578594207764,0.6404919028282166,0.6422855257987976,0.0,0.0,0.0,,,,,,
2025-05-08 08:00:00+00:00,0.6422277688980103,0.6427478790283203,0.6414903402328491,0.6414903402328491,0.0,0.0,0.0,,,,,,
2025-05-08 09:00:00+00:00,0.6415396928787231,0.6420958042144775,0.6410667300224304,0.6413792371749878,0.0,0.0,0.0,,,,,,
2025-05-08 10:00:00+00:00,0.6413174867630005,0.6429089903831482,0.6411694884300232,0.6419721245765686,0.0,0.0,0.0,,,,,,
2025-05-08 11:00:00+00:00,0.6420091986656189,0.6422690153121948,0.6412764191627502,0.6418567895889282,0.0,0.0,0.0,,,,,,
2025-05-08 12:00:00+00:00,0.6417990922927856,0.6424877047538757,0.6415603160858154,0.6419886350631714,0.0,0.0,0.0,,,,,,
2025-05-08 13:00:00+00:00,0.6421576142311096,0.6432191729545593,0.6421370506286621,0.6430991888046265,0.0,0.0,0.0,,,,,,
2025-05-08 14:00:00+00:00,0.6429462432861328,0.6434592008590698,0.641288697719574,0.6414368152618408,0.0,0.0,0.0,,,,,,
2025-05-08 15:00:00+00:00,0.6414285898208618,0.6427767872810364,0.6411571502685547,0.6416796445846558,0.0,0.0,0.0,,,,,,
2025-05-08 16:00:00+00:00,0.6415479183197021,0.6416590809822083,0.640586256980896,0.6413463354110718,0.0,0.0,0.0,,,,,,
2025-05-08 17:00:00+00:00,0.6412188410758972,0.6413586139678955,0.6402048468589783,0.6406888961791992,0.0,0.0,0.0,,,,,,
2025-05-08 18:00:00+00:00,0.6406273245811462,0.6409887075424194,0.6397953033447266,0.6399180889129639,0.0,0.0,0.0,,,,,,
2025-05-08 19:00:00+00:00,0.6398198008537292,0.6405287981033325,0.6397297978401184,0.6403975486755371,0.0,0.0,0.0,,,,,,
2025-05-08 20:00:00+00:00,0.6403278708457947,0.640709400177002,0.6401270031929016,0.6402048468589783,0.0,0.0,0.0,,,,,,
2025-05-08 21:00:00+00:00,0.640656054019928,0.6406971216201782,0.6400819420814514,0.6402458548545837,0.0,0.0,0.0,,,,,,
2025-05-08 22:00:00+00:00,0.6401638388633728,0.6406273245811462,0.6399590373039246,0.6403278708457947,0.0,0.0,0.0,,,,,,
2025-05-08 23:00:00+00:00,0.6405165195465088,0.6405165195465088,0.6394270658493042,0.6395578980445862,0.0,0.0,0.0,,,,,,
2025-05-09 00:00:00+00:00,0.6396397352218628,0.6401597857475281,0.6389694809913635,0.6393003463745117,0.0,0.0,0.0,,,,,,
2025-05-09 01:00:00+00:00,0.6392472386360168,0.6397543549537659,0.638325035572052,0.6389898657798767,0.0,0.0,0.0,,,,,,
2025-05-09 02:00:00+00:00,0.638977587223053,0.6402089595794678,0.6373892426490784,0.6399754285812378,0.0,0.0,0.0,,,,,,
2025-05-09 03:00:00+00:00,0.6399999856948853,0.6408982872962952,0.6399795413017273,0.6408900618553162,0.0,0.0,0.0,,,,,,
2025-05-09 04:00:00+00:00,0.6409187912940979,0.641288697719574,0.6404919028282166,0.6412394046783447,0.0,0.0,0.0,,,,,,
2025-05-09 05:00:00+00:00,0.6411571502685547,0.6411571502685547,0.6402458548545837,0.6408982872962952,0.0,0.0,0.0,,,,,,
2025-05-09 06:00:00+00:00,0.6407997012138367,0.6411077976226807,0.6402048468589783,0.6402376294136047,0.0,0.0,0.0,,,,,,
2025-05-09 07:00:00+00:00,0.6401392817497253,0.6416878700256348,0.6399467587471008,0.6412311792373657,0.0,0.0,0.0,,,,,,
2025-05-09 08:00:00+00:00,0.6411077976226807,0.6415767073631287,0.6402458548545837,0.6410790681838989,0.0,0.0,0.0,,,,,,
2025-05-09 09:00:00+00:00,0.6410092115402222,0.6410379409790039,0.6400082111358643,0.6401679515838623,0.0,0.0,0.0,,,,,,
2025-05-09 10:00:00+00:00,0.6401064991950989,0.6403278708457947,0.6395906209945679,0.6401392817497253,0.0,0.0,0.0,,,,,,
2025-05-09 11:00:00+00:00,0.6400368809700012,0.6410256624221802,0.6400368809700012,0.6406888961791992,0.0,0.0,0.0,,,,,,
