timestamp,open,high,low,close,volume
2025-06-17,1.5688,1.57098,1.56502,1.5653,0
2025-06-16,1.56718,1.57327,1.5658,1.56885,0
2025-06-13,1.57613,1.57894,1.56678,1.56803,0
2025-06-12,1.5704,1.58443,1.56983,1.57629,0
2025-06-11,1.56173,1.57113,1.55978,1.57037,0
2025-06-10,1.56448,1.5667,1.56054,1.56178,0
2025-06-09,1.56011,1.56492,1.55841,1.56422,0
2025-06-06,1.56492,1.5655,1.55727,1.55961,0
2025-06-05,1.56074,1.56819,1.55875,1.5649,0
2025-06-04,1.56072,1.56409,1.55874,1.56002,0
2025-06-03,1.56857,1.57077,1.55886,1.56042,0
2025-06-02,1.559,1.56918,1.55771,1.5684,0
2025-05-30,1.56985,1.57225,1.55726,1.5587,0
2025-05-29,1.56182,1.57099,1.55345,1.56993,0
2025-05-28,1.56422,1.56713,1.55911,1.56168,0
2025-05-27,1.56352,1.5676,1.55915,1.56411,0
2025-05-26,1.55962,1.56455,1.55891,1.56354,0
2025-05-23,1.56307,1.57057,1.55738,1.5608,0
2025-05-22,1.56983,1.57133,1.56082,1.56307,0
2025-05-21,1.56928,1.57607,1.56659,1.56965,0
2025-05-20,1.56741,1.57151,1.5636,1.56928,0
2025-05-19,1.56033,1.5742,1.55945,1.56699,0
2025-05-16,1.56181,1.5647,1.55631,1.55896,0
2025-05-15,1.56127,1.56931,1.55996,1.5617,0
2025-05-14,1.55893,1.56748,1.55705,1.56091,0
2025-05-13,1.5494,1.56156,1.54904,1.55893,0
2025-05-12,1.56008,1.56638,1.54797,1.54996,0
2025-05-09,1.56288,1.57258,1.56076,1.56727,0
2025-05-08,1.56515,1.57107,1.56116,1.56292,0
2025-05-07,1.56534,1.5685,1.55965,1.56469,0
2025-05-06,1.56402,1.56731,1.56045,1.56548,0
2025-05-05,1.56034,1.56926,1.55982,1.56402,0
2025-05-02,1.5634,1.56907,1.55942,1.56063,0
2025-05-01,1.56184,1.56588,1.55751,1.56342,0
2025-04-30,1.57375,1.57548,1.56019,1.56183,0
2025-04-29,1.57948,1.58099,1.57293,1.57348,0
2025-04-28,1.57396,1.58184,1.57194,1.57929,0
2025-04-25,1.57663,1.57878,1.56996,1.57425,0
2025-04-24,1.57148,1.57987,1.57072,1.57637,0
2025-04-23,1.57116,1.57933,1.56652,1.57127,0
2025-04-22,1.59262,1.59461,1.57034,1.57129,0
2025-04-21,1.57877,1.59609,1.57562,1.59265,0
2025-04-18,1.57218,1.57993,1.57162,1.57725,0
2025-04-17,1.57977,1.5807,1.56936,1.57223,0
2025-04-16,1.57488,1.58526,1.57419,1.57976,0
2025-04-15,1.57581,1.57776,1.56707,1.57488,0
2025-04-14,1.56953,1.58166,1.56835,1.5756,0
2025-04-11,1.56406,1.59323,1.56362,1.57463,0
2025-04-10,1.5423,1.5717,1.54123,1.56364,0
2025-04-09,1.56194,1.57458,1.54027,1.54208,0
2025-04-08,1.55382,1.56366,1.54288,1.56194,0
2025-04-07,1.55472,1.57311,1.54957,1.55357,0
2025-04-04,1.55671,1.57407,1.55225,1.55856,0
2025-04-03,1.54266,1.57315,1.54225,1.55666,0
2025-04-02,1.54342,1.55831,1.53777,1.54256,0
2025-04-01,1.55596,1.55861,1.54207,1.54326,0
2025-03-31,1.54735,1.55663,1.54704,1.55608,0
2025-03-28,1.54432,1.55143,1.54072,1.54991,0
2025-03-27,1.53524,1.54737,1.53336,1.54429,0
2025-03-26,1.54077,1.54134,1.5321,1.53529,0
2025-03-25,1.54628,1.54809,1.53973,1.54094,0
2025-03-24,1.55101,1.55549,1.54165,1.54606,0
2025-03-21,1.55442,1.55692,1.54967,1.5514,0
2025-03-20,1.56099,1.56381,1.55231,1.55469,0
2025-03-19,1.56486,1.56544,1.5567,1.56112,0
2025-03-18,1.56031,1.56724,1.55587,1.56488,0
2025-03-17,1.56256,1.56616,1.55808,1.56032,0
2025-03-14,1.56689,1.57383,1.56119,1.5622,0
2025-03-13,1.56353,1.56967,1.55735,1.56706,0
2025-03-12,1.57442,1.57803,1.56179,1.56368,0
2025-03-11,1.56365,1.58571,1.5631,1.57455,0
2025-03-10,1.55819,1.56654,1.55239,1.56363,0
2025-03-07,1.5415,1.56533,1.54045,1.55583,0
2025-03-06,1.54652,1.55679,1.54013,1.54144,0
2025-03-05,1.52884,1.55389,1.52693,1.54677,0
2025-03-04,1.51801,1.53746,1.51508,1.52856,0
2025-03-03,1.5025,1.52305,1.50003,1.51805,0
2025-02-28,1.50078,1.50433,1.49725,1.50051,0
2025-02-27,1.50287,1.50646,1.50009,1.50115,0
2025-02-26,1.50398,1.50952,1.50077,1.50263,0
2025-02-25,1.49243,1.50552,1.49028,1.50405,0
2025-02-24,1.49011,1.49375,1.48669,1.4919,0
2025-02-21,1.48754,1.4896,1.48346,1.48791,0
2025-02-20,1.48248,1.48874,1.48213,1.48742,0
2025-02-19,1.48257,1.4842,1.47962,1.48334,0
2025-02-18,1.48657,1.48792,1.4804,1.4824,0
2025-02-17,1.4857,1.48851,1.48465,1.48569,0
2025-02-14,1.48451,1.48915,1.48152,1.4871,0
2025-02-13,1.48538,1.4898,1.4789,1.48476,0
2025-02-12,1.47978,1.48738,1.47804,1.48503,0
2025-02-11,1.4756,1.48238,1.47438,1.48013,0
2025-02-10,1.47696,1.48151,1.47408,1.47526,0
2025-02-07,1.48575,1.48821,1.47386,1.47555,0
2025-02-06,1.4883,1.49113,1.48329,1.48552,0
2025-02-05,1.48558,1.49062,1.48484,1.48841,0
2025-02-04,1.49156,1.49448,1.48453,1.48571,0
2025-02-03,1.50846,1.51215,1.48832,1.49209,0
2025-01-31,1.50368,1.50899,1.49803,1.50549,0
2025-01-30,1.50183,1.51717,1.49704,1.50426,0
2025-01-29,1.50103,1.50611,1.4995,1.50146,0
