timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'NZDUSD=X')","('high', 'NZDUSD=X')","('low', 'NZDUSD=X')","('close', 'NZDUSD=X')","('volume', 'NZDUSD=X')"
2025-05-07 23:00:00+00:00,0.5940005779266357,0.5943889617919922,0.5940005779266357,0.5941064357757568,0.0,0.0,0.0,,,,,,
2025-05-08 00:00:00+00:00,0.5942476391792297,0.5953089594841003,0.5941770672798157,0.5952026844024658,0.0,0.0,0.0,,,,,,
2025-05-08 01:00:00+00:00,0.5951318144798279,0.5964452028274536,0.5950964093208313,0.5963740348815918,0.0,0.0,0.0,,,,,,
2025-05-08 02:00:00+00:00,0.5965518951416016,0.5974072217941284,0.5965163707733154,0.5967655777931213,0.0,0.0,0.0,,,,,,
2025-05-08 03:00:00+00:00,0.5968723893165588,0.5976214408874512,0.5968723893165588,0.5969436764717102,0.0,0.0,0.0,,,,,,
2025-05-08 04:00:00+00:00,0.5970149636268616,0.5974786281585693,0.5969080328941345,0.5970149636268616,0.0,0.0,0.0,,,,,,
2025-05-08 05:00:00+00:00,0.5970149636268616,0.5970149636268616,0.5954862236976624,0.59598308801651,0.0,0.0,0.0,,,,,,
2025-05-08 06:00:00+00:00,0.5959475636482239,0.5960896611213684,0.5927330851554871,0.5927330851554871,0.0,0.0,0.0,,,,,,
2025-05-08 07:00:00+00:00,0.5921714901924133,0.5929439663887024,0.5920312404632568,0.5928033590316772,0.0,0.0,0.0,,,,,,
2025-05-08 08:00:00+00:00,0.5928736925125122,0.593225359916687,0.5921714901924133,0.5921714901924133,0.0,0.0,0.0,,,,,,
2025-05-08 09:00:00+00:00,0.5923819541931152,0.5928736925125122,0.5917860269546509,0.592206597328186,0.0,0.0,0.0,,,,,,
2025-05-08 10:00:00+00:00,0.592206597328186,0.5938242077827454,0.5920312404632568,0.5929439663887024,0.0,0.0,0.0,,,,,,
