timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'USDCAD=X')","('high', 'USDCAD=X')","('low', 'USDCAD=X')","('close', 'USDCAD=X')","('volume', 'USDCAD=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-05 23:00:00+00:00,1.382140040397644,1.382349967956543,1.381600022315979,1.3818999528884888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.104609791940599,1.3588598909378051,1.8686097919406026,1.3606600790023804,1.7226097919405967,1.3621150255203247,1.6046097919405986,1.363569972038269,1.4866097919406007,1.365641421318054,1.3186097919406063,1.368280053138733,1.1046097919405986,1.371633828163147,0.8326097919405924,1.3759000272750854,0.48660979194060067,1.3525962228775024,2.376609791940605,1.381974995136261,1.3621692777633665,1.0,0.0,0.0,-1,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.104609791940599,-1.1046097919405986,-1.1046097919405988,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 00:00:00+00:00,1.3822699785232544,1.383999943733215,1.381700038909912,1.3838499784469604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.262762007889241,1.3588598909378051,2.0267620078892454,1.3606600790023804,1.8807620078892393,1.3621150255203247,1.7627620078892412,1.363569972038269,1.6447620078892433,1.365641421318054,1.476762007889249,1.368280053138733,1.2627620078892412,1.371633828163147,0.9907620078892349,1.3759000272750854,0.6447620078892432,1.3525962228775024,2.5347620078892477,1.3828499913215637,1.3621692777633665,1.0,86.6664311952529,0.866664311952529,1,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.262762007889241,-1.2627620078892412,-1.2627620078892412,0.001411119201788491,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 01:00:00+00:00,1.383829951286316,1.3845100402832031,1.3827999830245972,1.3833999633789062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.2262645989635703,1.3588598909378051,1.9902645989635743,1.3606600790023804,1.8442645989635682,1.3621150255203247,1.7262645989635703,1.363569972038269,1.6082645989635722,1.365641421318054,1.4402645989635778,1.368280053138733,1.2262645989635703,1.371633828163147,0.954264598963564,1.3759000272750854,0.6082645989635723,1.3525962228775024,2.4982645989635768,1.3836550116539001,1.3621692777633665,1.0,81.24968956439676,0.8124968956439677,1,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.2262645989635703,-1.2262645989635703,-1.2262645989635703,-0.0003251906457080178,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 02:00:00+00:00,1.383780002593994,1.3838900327682495,1.3823000192642212,1.3828099966049194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.1784167375667103,1.3588598909378051,1.9424167375667145,1.3606600790023804,1.7964167375667084,1.3621150255203247,1.6784167375667105,1.363569972038269,1.5604167375667126,1.365641421318054,1.392416737566718,1.368280053138733,1.1784167375667105,1.371633828163147,0.9064167375667042,1.3759000272750854,0.5604167375667125,1.3525962228775024,2.4504167375667167,1.3830950260162354,1.3621692777633665,1.0,65.21808468224225,0.6521808468224225,1,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.1784167375667103,-1.1784167375667105,-1.1784167375667103,-0.0004264614642216502,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 03:00:00+00:00,1.382789969444275,1.383239984512329,1.381700038909912,1.3823399543762207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.1402950730914996,1.3588598909378051,1.9042950730915038,1.3606600790023804,1.7582950730914977,1.3621150255203247,1.6402950730914998,1.363569972038269,1.5222950730915017,1.365641421318054,1.3542950730915073,1.368280053138733,1.1402950730914998,1.371633828163147,0.8682950730914933,1.3759000272750854,0.5222950730915017,1.3525962228775024,2.412295073091506,1.3824700117111206,1.3621692777633665,1.0,56.35831180017226,0.5635831180017226,1,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.1402950730914996,-1.1402950730914998,-1.1402950730914996,-0.00033991815929357294,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 04:00:00+00:00,1.3822799921035769,1.3823699951171875,1.38100004196167,1.3811999559402466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.047838193209065,1.3588598909378051,1.811838193209069,1.3606600790023804,1.665838193209063,1.3621150255203247,1.5478381932090648,1.363569972038269,1.429838193209067,1.365641421318054,1.2618381932090725,1.368280053138733,1.0478381932090648,1.371633828163147,0.7758381932090586,1.3759000272750854,0.4298381932090669,1.3525962228775024,2.3198381932090713,1.3816850185394287,1.3621692777633665,1.0,42.3914170208355,0.423914170208355,-1,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.047838193209065,-1.0478381932090648,-1.0478381932090648,-0.0008246874673376592,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 05:00:00+00:00,1.3814599514007568,1.382599949836731,1.381100058555603,1.3824000358581543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.145167839740119,1.3588598909378051,1.909167839740123,1.3606600790023804,1.7631678397401171,1.3621150255203247,1.645167839740119,1.363569972038269,1.5271678397401212,1.365641421318054,1.3591678397401268,1.368280053138733,1.145167839740119,1.371633828163147,0.8731678397401128,1.3759000272750854,0.5271678397401212,1.3525962228775024,2.4171678397401255,1.381850004196167,1.3621692777633665,1.0,54.310964957352795,0.5431096495735279,0,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.145167839740119,-1.145167839740119,-1.145167839740119,0.0008688676195987011,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 06:00:00+00:00,1.3824000358581543,1.3830900192260742,1.381600022315979,1.3823599815368652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.1419193286410394,1.3588598909378051,1.9059193286410436,1.3606600790023804,1.7599193286410375,1.3621150255203247,1.6419193286410396,1.363569972038269,1.5239193286410415,1.365641421318054,1.3559193286410471,1.368280053138733,1.1419193286410396,1.371633828163147,0.8699193286410332,1.3759000272750854,0.5239193286410415,1.3525962228775024,2.413919328641046,1.3823450207710266,1.3621692777633665,1.0,53.938478496050294,0.5393847849605029,0,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.1419193286410394,-1.1419193286410396,-1.1419193286410394,-2.8974479347576576e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 07:00:00+00:00,1.3823599815368652,1.3825700283050537,1.3804999589920044,1.3814300298690796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.066497795653183,1.3588598909378051,1.8304977956531867,1.3606600790023804,1.6844977956531808,1.3621150255203247,1.5664977956531827,1.363569972038269,1.4484977956531848,1.365641421318054,1.2804977956531904,1.368280053138733,1.0664977956531827,1.371633828163147,0.7944977956531765,1.3759000272750854,0.44849779565318476,1.3525962228775024,2.338497795653189,1.381534993648529,1.3621692777633665,1.0,46.52944076630511,0.4652944076630511,0,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.066497795653183,-1.0664977956531827,-1.066497795653183,-0.0006727275674978106,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 08:00:00+00:00,1.3814300298690796,1.3820500373840332,1.3803999423980713,1.3819600343704224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559499979019165,2.109482558589218,1.3588598909378051,1.873482558589222,1.3606600790023804,1.727482558589216,1.3621150255203247,1.609482558589218,1.363569972038269,1.49148255858922,1.365641421318054,1.3234825585892256,1.368280053138733,1.109482558589218,1.371633828163147,0.8374825585892117,1.3759000272750854,0.4914825585892201,1.3525962228775024,2.3814825585892243,1.3812249898910522,1.3621692777633665,1.0,50.41150919363794,0.5041150919363794,0,0.0,0.0018528614725385553,0.5,1.0,1.0,0.0,1.3559499979019165,1.368280053138733,2.109482558589218,-1.109482558589218,-1.1094825585892178,0.0003836636600356158,,,,,neutral,0.5,0.0,0.0,LOW,0
