timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'EURCHF=X')","('high', 'EURCHF=X')","('low', 'EURCHF=X')","('close', 'EURCHF=X')","('volume', 'EURCHF=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-07 23:00:00+00:00,0.9311000108718872,0.9315500259399414,0.9305099844932556,0.9315000176429749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.10116659322309066,0.9321930541992187,-0.13483340677690311,0.9329434864521027,-0.28083340677691243,0.9335500001907349,-0.3988334067769093,0.934156513929367,-0.5168334067769063,0.9350200250148774,-0.6848334067769161,0.9361199736595154,-0.8988334067769094,0.937518039226532,-1.17083340677691,0.9392964608669281,-1.5168334067769063,0.9295819611549377,0.3731665932230912,0.9310300052165985,0.9335726159572602,0.9335726159572602,0.0,0.0,-1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.10116659322309066,0.8988334067769094,0.8988334067769094,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 00:00:00+00:00,0.9315000176429749,0.9319999814033508,0.9309800267219543,0.9318299889564514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.1653640095553958,0.9321930541992187,-0.07063599044459799,0.9329434864521027,-0.21663599044460732,0.9335500001907349,-0.33463599044460424,0.934156513929367,-0.4526359904446011,0.9350200250148774,-0.6206359904446109,0.9361199736595154,-0.8346359904446042,0.937518039226532,-1.1066359904446048,0.9392964608669281,-1.4526359904446011,0.9295819611549377,0.4373640095553963,0.9314900040626526,0.9335726159572602,0.9335726159572602,71.51662791126367,0.7151662791126366,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.1653640095553958,0.8346359904446042,0.8346359904446042,0.00035423650802668405,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 01:00:00+00:00,0.9319000244140624,0.9322999715805054,0.931410014629364,0.9319499731063844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.18870747037133687,0.9321930541992187,-0.04729252962865692,0.9329434864521027,-0.19329252962866625,0.9335500001907349,-0.31129252962866316,0.934156513929367,-0.42929252962866005,0.9350200250148774,-0.5972925296286699,0.9361199736595154,-0.8112925296286632,0.937518039226532,-1.0832925296286637,0.9392964608669281,-1.42929252962866,0.9295819611549377,0.46070747037133736,0.9318549931049347,0.9335726159572602,0.9335726159572602,69.53575282259138,0.6953575282259138,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.18870747037133687,0.8112925296286632,0.8112925296286632,0.0001287618464258511,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 02:00:00+00:00,0.9319999814033508,0.9325000047683716,0.9315299987792968,0.9319599866867064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.19065565786114685,0.9321930541992187,-0.04534434213884693,0.9329434864521027,-0.19134434213885626,0.9335500001907349,-0.30934434213885315,0.934156513929367,-0.42734434213885003,0.9350200250148774,-0.5953443421388599,0.9361199736595154,-0.8093443421388532,0.937518039226532,-1.0813443421388538,0.9392964608669281,-1.42734434213885,0.9295819611549377,0.4626556578611474,0.9320150017738342,0.9335726159572602,0.9335726159572602,63.63636363635247,0.6363636363635247,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.19065565786114685,0.8093443421388532,0.8093443421388531,1.0744761640646416e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 03:00:00+00:00,0.9319999814033508,0.9325100183486938,0.9315099716186525,0.932449996471405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.2859892849688058,0.9321930541992187,0.049989284968812026,0.9329434864521027,-0.0960107150311973,0.9335500001907349,-0.2140107150311942,0.934156513929367,-0.33201071503119106,0.9350200250148774,-0.500010715031201,0.9361199736595154,-0.7140107150311942,0.937518039226532,-0.9860107150311948,0.9392964608669281,-1.332010715031191,0.9295819611549377,0.5579892849688063,0.9320099949836731,0.9335726159572602,0.9335726159572602,74.30253544764476,0.7430253544764476,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.2859892849688058,0.7140107150311942,0.7140107150311942,0.0005257841449188838,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 04:00:00+00:00,0.9325000047683716,0.932829976081848,0.9319599866867064,0.932699978351593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.33462439409049793,0.9321930541992187,0.09862439409050416,0.9329434864521027,-0.04737560590950516,0.9335500001907349,-0.16537560590950207,0.934156513929367,-0.28337560590949895,0.9350200250148774,-0.4513756059095088,0.9361199736595154,-0.6653756059095021,0.937518039226532,-0.9373756059095025,0.9392964608669281,-1.283375605909499,0.9295819611549377,0.6066243940904985,0.9323949813842772,0.9335726159572602,0.9335726159572602,75.2694604381825,0.752694604381825,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.33462439409049793,0.6653756059095021,0.6653756059095021,0.00026809145920325683,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 05:00:00+00:00,0.932699978351593,0.9329500198364258,0.9316499829292296,0.9322400093078612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.24513532945239855,0.9321930541992187,0.00913532945240478,0.9329434864521027,-0.13686467054760454,0.9335500001907349,-0.2548646705476014,0.934156513929367,-0.3728646705475983,0.9350200250148774,-0.5408646705476082,0.9361199736595154,-0.7548646705476014,0.937518039226532,-1.0268646705476019,0.9392964608669281,-1.3728646705475984,0.9295819611549377,0.517135329452399,0.9323000013828278,0.9335726159572602,0.9335726159572602,72.28984882760118,0.7228984882760118,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.24513532945239855,0.7548646705476014,0.7548646705476014,-0.0004931586302218127,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 06:00:00+00:00,0.9322299957275392,0.933899998664856,0.9317200183868408,0.933239996433258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.4396873622932734,0.9321930541992187,0.2036873622932796,0.9329434864521027,0.057687362293270275,0.9335500001907349,-0.06031263770672661,0.934156513929367,-0.1783126377067235,0.9350200250148774,-0.3463126377067334,0.9361199736595154,-0.5603126377067266,0.937518039226532,-0.8323126377067271,0.9392964608669281,-1.1783126377067235,0.9295819611549377,0.7116873622932739,0.9328100085258484,0.9335726159572602,0.9335726159572602,82.70739031057782,0.8270739031057782,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.4396873622932734,0.5603126377067266,0.5603126377067267,0.001072671324350516,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 07:00:00+00:00,0.9332500100135804,0.9347699880599976,0.9327800273895264,0.9346100091934204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.7062295614258877,0.9321930541992187,0.47022956142589395,0.9329434864521027,0.3242295614258846,0.9335500001907349,0.2062295614258877,0.934156513929367,0.0882295614258908,0.9350200250148774,-0.07977043857411904,0.9361199736595154,-0.2937704385741123,0.937518039226532,-0.5657704385741128,0.9392964608669281,-0.9117704385741092,0.9295819611549377,0.9782295614258882,0.933775007724762,0.9335726159572602,0.9335726159572602,88.58617680554727,0.8858617680554727,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.7062295614258877,0.2937704385741123,0.29377043857411234,0.0014680176218320184,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 08:00:00+00:00,0.934599995613098,0.9347100257873536,0.9318000078201294,0.9333500266075134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309800267219543,0.46109423197346755,0.9321930541992187,0.22509423197347375,0.9329434864521027,0.07909423197346444,0.9335500001907349,-0.03890576802653246,0.934156513929367,-0.15690576802652934,0.9350200250148774,-0.3249057680265392,0.9361199736595154,-0.5389057680265325,0.937518039226532,-0.810905768026533,0.9392964608669281,-1.1569057680265293,0.9295819611549377,0.733094231973468,0.9332550168037415,0.9335726159572602,0.9335726159572602,67.48619718309786,0.6748619718309786,1,0.0,0.0016171336174011389,0.5,1.0,1.0,0.0,0.9309800267219543,0.9361199736595154,0.46109423197346755,0.5389057680265325,0.5389057680265325,-0.001348137269570171,,,,,neutral,0.5,0.0,0.0,LOW,0
