timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'EURAUD=X')","('high', 'EURAUD=X')","('low', 'EURAUD=X')","('close', 'EURAUD=X')","('volume', 'EURAUD=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-07 23:00:00+00:00,1.7583600282669067,1.7594399452209473,1.757040023803711,1.75750994682312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.4893513897143629,1.7931557803153992,-1.725351389714358,1.7961721465587617,-1.8713513897143599,1.7986100316047668,-1.9893513897143573,1.8010479166507722,-2.1073513897143656,1.8045188038349151,-2.2753513897143596,1.808940052986145,-2.4893513897143627,1.8145595846176148,-2.761351389714368,1.8217079594135284,-3.1073513897143656,1.7826604785919191,-1.2173513897143575,1.758239984512329,1.798700935792923,1.0,0.0,0.0,-1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.4893513897143629,2.4893513897143627,2.489351389714363,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 00:00:00+00:00,1.757599949836731,1.7595100402832031,1.754699945449829,1.755620002746582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.580829616465416,1.7931557803153992,-1.8168296164654112,1.7961721465587617,-1.962829616465413,1.7986100316047668,-2.0808296164654108,1.8010479166507722,-2.198829616465419,1.8045188038349151,-2.366829616465413,1.808940052986145,-2.580829616465416,1.8145595846176148,-2.8528296164654217,1.8217079594135284,-3.198829616465419,1.7826604785919191,-1.3088296164654107,1.7571049928665161,1.798700935792923,1.0,0.0,0.0,-1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.580829616465416,2.580829616465416,2.580829616465416,-0.001075353274645252,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 01:00:00+00:00,1.755620002746582,1.7563300132751465,1.7528300285339355,1.754870057106018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.6171289431016558,1.7931557803153992,-1.853128943101651,1.7961721465587617,-1.999128943101653,1.7986100316047668,-2.1171289431016507,1.8010479166507722,-2.235128943101659,1.8045188038349151,-2.4031289431016525,1.808940052986145,-2.617128943101656,1.8145595846176148,-2.889128943101661,1.8217079594135284,-3.235128943101659,1.7826604785919191,-1.3451289431016504,1.754580020904541,1.798700935792923,1.0,0.0,0.0,-1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.6171289431016558,2.617128943101656,2.6171289431016556,-0.00042716854409874383,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 02:00:00+00:00,1.7547399997711182,1.7554399967193604,1.7529200315475464,1.754349946975708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.6423036310867,1.7931557803153992,-1.8783036310866954,1.7961721465587617,-2.0243036310866973,1.7986100316047668,-2.142303631086695,1.8010479166507722,-2.2603036310867033,1.8045188038349151,-2.428303631086697,1.808940052986145,-2.6423036310867003,1.8145595846176148,-2.9143036310867054,1.8217079594135284,-3.2603036310867033,1.7826604785919191,-1.370303631086695,1.7541800141334534,1.798700935792923,1.0,0.0,0.0,-1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.6423036310867,2.6423036310867003,2.6423036310867003,-0.0002963809931133543,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 03:00:00+00:00,1.7544699907302856,1.7549099922180176,1.7530299425125122,1.7542599439620972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.6466600118863124,1.7931557803153992,-1.8826600118863077,1.7961721465587617,-2.0286600118863096,1.7986100316047668,-2.1466600118863073,1.8010479166507722,-2.2646600118863156,1.8045188038349151,-2.432660011886309,1.808940052986145,-2.6466600118863126,1.8145595846176148,-2.9186600118863177,1.8217079594135284,-3.2646600118863156,1.7826604785919191,-1.374660011886307,1.753969967365265,1.798700935792923,1.0,0.0,0.0,-1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.6466600118863124,2.6466600118863126,2.646660011886312,-5.130277101550451e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 04:00:00+00:00,1.7542500495910645,1.7553000450134275,1.7533799409866333,1.7542099952697754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.6490776589790774,1.7931557803153992,-1.8850776589790725,1.7961721465587617,-2.0310776589790747,1.7986100316047668,-2.149077658979072,1.8010479166507722,-2.26707765897908,1.8045188038349151,-2.435077658979074,1.808940052986145,-2.6490776589790777,1.8145595846176148,-2.921077658979083,1.8217079594135284,-3.26707765897908,1.7826604785919191,-1.377077658979072,1.7543399930000305,1.798700935792923,1.0,0.0,0.0,-1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.6490776589790774,2.6490776589790777,2.6490776589790777,-2.8472799879941668e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 05:00:00+00:00,1.7540700435638428,1.756850004196167,1.7533700466156006,1.754330039024353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.6432672278993297,1.7931557803153992,-1.8792672278993248,1.7961721465587617,-2.025267227899327,1.7986100316047668,-2.143267227899324,1.8010479166507722,-2.2612672278993324,1.8045188038349151,-2.4292672278993264,1.808940052986145,-2.6432672278993294,1.8145595846176148,-2.915267227899335,1.8217079594135284,-3.2612672278993324,1.7826604785919191,-1.3712672278993243,1.7551100254058838,1.798700935792923,1.0,3.5100561190702706,0.035100561190702706,-1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.6432672278993297,2.6432672278993294,2.6432672278993294,6.843180400362137e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 06:00:00+00:00,1.754349946975708,1.7604000568389893,1.7539399862289429,1.7600300312042236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.3673727273252076,1.7931557803153992,-1.6033727273252028,1.7961721465587617,-1.7493727273252047,1.7986100316047668,-1.8673727273252023,1.8010479166507722,-1.9853727273252106,1.8045188038349151,-2.1533727273252046,1.808940052986145,-2.3673727273252076,1.8145595846176148,-2.6393727273252128,1.8217079594135284,-2.9853727273252106,1.7826604785919191,-1.0953727273252023,1.757170021533966,1.798700935792923,1.0,63.81627104465281,0.6381627104465281,1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.3673727273252076,2.3673727273252076,2.3673727273252076,0.003249099116515497,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 07:00:00+00:00,1.760010004043579,1.7612299919128418,1.7584799528121948,1.7595100402832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.3925416452694577,1.7931557803153992,-1.628541645269453,1.7961721465587617,-1.774541645269455,1.7986100316047668,-1.8925416452694523,1.8010479166507722,-2.010541645269461,1.8045188038349151,-2.1785416452694544,1.808940052986145,-2.392541645269458,1.8145595846176148,-2.664541645269463,1.8217079594135284,-3.010541645269461,1.7826604785919191,-1.1205416452694525,1.7598549723625183,1.798700935792923,1.0,60.37395196992694,0.6037395196992694,1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.3925416452694577,2.392541645269458,2.392541645269458,-0.00029544434572215117,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 08:00:00+00:00,1.7595499753952026,1.7601300477981567,1.7579900026321411,1.759960055351257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.370759741271407,1.7931557803153992,-1.606759741271402,1.7961721465587617,-1.752759741271404,1.7986100316047668,-1.8707597412714017,1.8010479166507722,-1.98875974127141,1.8045188038349151,-2.156759741271404,1.808940052986145,-2.370759741271407,1.8145595846176148,-2.6427597412714126,1.8217079594135284,-2.98875974127141,1.7826604785919191,-1.0987597412714016,1.759060025215149,1.798700935792923,1.0,62.141279049161106,0.621412790491611,1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.370759741271407,2.370759741271407,2.370759741271407,0.00025576158007112326,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 09:00:00+00:00,1.7597999572753906,1.761579990386963,1.7588399648666382,1.759909987449646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.3731831584049554,1.7931557803153992,-1.6091831584049505,1.7961721465587617,-1.7551831584049524,1.7986100316047668,-1.87318315840495,1.8010479166507722,-1.9911831584049584,1.8045188038349151,-2.1591831584049523,1.808940052986145,-2.3731831584049554,1.8145595846176148,-2.6451831584049605,1.8217079594135284,-2.9911831584049584,1.7826604785919191,-1.10118315840495,1.7602099776268005,1.798700935792923,1.0,61.834448219514925,0.6183444821951493,1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.3731831584049554,2.3731831584049554,2.3731831584049554,-2.844831702797368e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 10:00:00+00:00,1.7598700523376465,1.7602399587631226,1.7566900253295898,1.7587000131607056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.4317490724659685,1.7931557803153992,-1.6677490724659636,1.7961721465587617,-1.8137490724659655,1.7986100316047668,-1.9317490724659632,1.8010479166507722,-2.0497490724659713,1.8045188038349151,-2.217749072465965,1.808940052986145,-2.4317490724659683,1.8145595846176148,-2.703749072465974,1.8217079594135284,-3.0497490724659713,1.7826604785919191,-1.1597490724659631,1.7584649920463562,1.798700935792923,1.0,55.24256651017343,0.5524256651017343,1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.4317490724659685,2.4317490724659683,2.4317490724659683,-0.0006875205536470697,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 11:00:00+00:00,1.7587900161743164,1.760849952697754,1.758389949798584,1.7604199647903442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.3484989238874172,1.7931557803153992,-1.5844989238874123,1.7961721465587617,-1.7304989238874142,1.7986100316047668,-1.8484989238874117,1.8010479166507722,-1.96649892388742,1.8045188038349151,-2.134498923887414,1.808940052986145,-2.348498923887417,1.8145595846176148,-2.6204989238874226,1.8217079594135284,-2.96649892388742,1.7826604785919191,-1.0764989238874119,1.759619951248169,1.798700935792923,1.0,61.13244374720816,0.6113244374720815,1,0.0,0.0031743049621581715,0.5,1.0,1.0,0.0,1.788280010223389,1.808940052986145,-1.3484989238874172,2.348498923887417,2.3484989238874174,0.0009779675992311887,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 12:00:00+00:00,1.760390043258667,1.7630200386047363,1.7595399618148804,1.7605299949645996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.3431731762343813,1.7931557803153992,-1.5791731762343764,1.7961721465587617,-1.7251731762343783,1.7986100316047668,-1.8431731762343757,1.8010479166507722,-1.961173176234384,1.8045188038349151,-2.129173176234378,1.808940052986145,-2.343173176234381,1.8145595846176148,-2.6151731762343866,1.8217079594135284,-2.961173176234384,1.7826604785919191,-1.071173176234376,1.7612800002098083,1.798700935792923,1.0,61.45692009913133,0.6145692009913133,1,1.7574435727936881,0.0031743049621581715,0.0017561998682012931,1.0,0.003512399736402605,0.0,1.788280010223389,1.808940052986145,-1.3431731762343813,2.343173176234381,2.343173176234381,6.250223040860092e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 13:00:00+00:00,1.7605899572372437,1.760769963264465,1.758020043373108,1.7594900131225586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.3935110121228815,1.7931557803153992,-1.6295110121228766,1.7961721465587617,-1.7755110121228785,1.7986100316047668,-1.893511012122876,1.8010479166507722,-2.0115110121228845,1.8045188038349151,-2.179511012122878,1.808940052986145,-2.3935110121228815,1.8145595846176148,-2.6655110121228867,1.8217079594135284,-3.0115110121228845,1.7826604785919191,-1.1215110121228762,1.7593950033187866,1.798700935792923,1.0,56.96225877303399,0.5696225877303399,1,1.757585006100791,0.0031743049621581715,0.001083877602025021,1.0,0.0021677552040499926,0.0,1.788280010223389,1.808940052986145,-1.3935110121228815,2.3935110121228815,2.3935110121228815,-0.0005907208880369108,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 14:00:00+00:00,1.75927996635437,1.760849952697754,1.7564799785614014,1.759060025215149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.4143235492675192,1.7931557803153992,-1.6503235492675143,1.7961721465587617,-1.7963235492675163,1.7986100316047668,-1.914323549267514,1.8010479166507722,-2.032323549267522,1.8045188038349151,-2.200323549267516,1.808940052986145,-2.4143235492675195,1.8145595846176148,-2.6863235492675246,1.8217079594135284,-3.032323549267522,1.7826604785919191,-1.142323549267514,1.7586649656295776,1.798700935792923,1.0,63.47966628985744,0.6347966628985744,1,1.7578307219914027,0.0031428677695137797,0.0006993296956111972,1.0,0.0013986593912224121,0.0,1.788280010223389,1.808940052986145,-1.4143235492675192,2.4143235492675195,2.414323549267519,-0.0002443821244808575,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 15:00:00+00:00,1.758970022201538,1.7600799798965454,1.750920057296753,1.7534300088882446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788280010223389,-1.6868310358954526,1.7931557803153992,-1.922831035895448,1.7961721465587617,-2.0688310358954496,1.7986100316047668,-2.1868310358954473,1.8010479166507722,-2.3048310358954556,1.8045188038349151,-2.4728310358954495,1.808940052986145,-2.6868310358954526,1.8145595846176148,-2.958831035895458,1.8217079594135284,-3.3048310358954556,1.7826604785919191,-1.4148310358954472,1.7555000185966492,1.798700935792923,1.0,45.918257014650926,0.45918257014650926,0,1.757727861404419,0.003547149045126747,0.0,1.0,0.0,0.0,1.788280010223389,1.808940052986145,-1.6868310358954526,2.6868310358954526,2.6868310358954526,-0.003200582269053398,,,,,neutral,0.5,0.0,0.0,LOW,0
