timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'EURNZD=X')","('high', 'EURNZD=X')","('low', 'EURNZD=X')","('close', 'EURNZD=X')","('volume', 'EURNZD=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-07 23:00:00+00:00,1.9029500484466555,1.9040700197219849,1.9021600484848025,1.9030499458312988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.979631661340052,1.9364676842689514,-1.2156316613400528,1.9404812271595002,-1.3616316613400556,1.943725049495697,-1.479631661340052,1.9469688718318938,-1.5976316613400483,1.9515871951580048,-1.7656316613400544,1.9574700593948364,-1.979631661340052,1.9649473447799684,-2.2516316613400553,1.9744588916301726,-2.5976316613400483,1.9225027542114257,-0.7076316613400486,1.9031150341033936,1.9438460055828095,1.0,0.0,0.0,-1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-0.979631661340052,1.979631661340052,1.979631661340052,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 00:00:00+00:00,1.902959942817688,1.904270052909851,1.9004499912261963,1.90106999874115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-1.0516558761160957,1.9364676842689514,-1.2876558761160966,1.9404812271595002,-1.4336558761160993,1.943725049495697,-1.5516558761160957,1.9469688718318938,-1.669655876116092,1.9515871951580048,-1.8376558761160982,1.9574700593948364,-2.0516558761160955,1.9649473447799684,-2.323655876116099,1.9744588916301726,-2.6696558761160922,1.9225027542114257,-0.7796558761160923,1.9023600220680237,1.9438460055828095,1.0,0.0,0.0,-1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-1.0516558761160957,2.0516558761160955,2.0516558761160955,-0.0010404073179929307,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 01:00:00+00:00,1.901119947433472,1.9016499519348145,1.8983299732208248,1.9006999731063845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-1.0651162387306243,1.9364676842689514,-1.301116238730625,1.9404812271595002,-1.4471162387306278,1.943725049495697,-1.5651162387306243,1.9469688718318938,-1.6831162387306207,1.9515871951580048,-1.8511162387306266,1.9574700593948364,-2.0651162387306243,1.9649473447799684,-2.3371162387306277,1.9744588916301726,-2.6831162387306207,1.9225027542114257,-0.7931162387306209,1.8999899625778196,1.9438460055828095,1.0,0.0,0.0,-1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-1.0651162387306243,2.0651162387306243,2.0651162387306243,-0.0001946407207574774,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 02:00:00+00:00,1.90067994594574,1.90067994594574,1.896649956703186,1.897860050201416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-1.1684236545057958,1.9364676842689514,-1.4044236545057964,1.9404812271595002,-1.5504236545057992,1.943725049495697,-1.6684236545057958,1.9469688718318938,-1.786423654505792,1.9515871951580048,-1.954423654505798,1.9574700593948364,-2.1684236545057956,1.9649473447799684,-2.440423654505799,1.9744588916301726,-2.786423654505792,1.9225027542114257,-0.8964236545057924,1.898664951324463,1.9438460055828095,1.0,0.0,0.0,-1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-1.1684236545057958,2.1684236545057956,2.168423654505796,-0.001494145812148906,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 03:00:00+00:00,1.897840023040772,1.8981000185012813,1.8964200019836424,1.8981000185012813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-1.1596943665086912,1.9364676842689514,-1.395694366508692,1.9404812271595002,-1.5416943665086948,1.943725049495697,-1.6596943665086912,1.9469688718318938,-1.7776943665086877,1.9515871951580048,-1.9456943665086937,1.9574700593948364,-2.1596943665086914,1.9649473447799684,-2.4316943665086947,1.9744588916301726,-2.7776943665086877,1.9225027542114257,-0.8876943665086879,1.8972600102424617,1.9438460055828095,1.0,4.419416452603656,0.044194164526036556,-1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-1.1596943665086912,2.1596943665086914,2.159694366508691,0.00012644151492624545,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 04:00:00+00:00,1.8980799913406368,1.898169994354248,1.8956700563430784,1.89654004573822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-1.2164412431755087,1.9364676842689514,-1.4524412431755096,1.9404812271595002,-1.5984412431755124,1.943725049495697,-1.7164412431755087,1.9469688718318938,-1.8344412431755053,1.9515871951580048,-2.0024412431755114,1.9574700593948364,-2.2164412431755087,1.9649473447799684,-2.488441243175512,1.9744588916301726,-2.834441243175505,1.9225027542114257,-0.9444412431755055,1.8969200253486633,1.9438460055828095,1.0,3.4331030954147934,0.03433103095414793,-1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-1.2164412431755087,2.2164412431755087,2.2164412431755087,-0.0008218601484937249,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 05:00:00+00:00,1.896460056304932,1.899209976196289,1.895449995994568,1.897210001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-1.192070354678804,1.9364676842689514,-1.428070354678805,1.9404812271595002,-1.5740703546788077,1.943725049495697,-1.692070354678804,1.9469688718318938,-1.8100703546788006,1.9515871951580048,-1.9780703546788065,1.9574700593948364,-2.1920703546788043,1.9649473447799684,-2.4640703546788076,1.9744588916301726,-2.8100703546788006,1.9225027542114257,-0.9200703546788008,1.8973299860954285,1.9438460055828095,1.0,11.879231188237284,0.11879231188237284,-1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-1.192070354678804,2.1920703546788043,2.192070354678804,0.00035325181178302856,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 06:00:00+00:00,1.897449970245361,1.9040600061416624,1.896270036697388,1.9038200378417969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.9516181489399531,1.9364676842689514,-1.187618148939954,1.9404812271595002,-1.3336181489399568,1.943725049495697,-1.4516181489399531,1.9469688718318938,-1.5696181489399494,1.9515871951580048,-1.7376181489399556,1.9574700593948364,-1.9516181489399531,1.9649473447799684,-2.2236181489399565,1.9744588916301726,-2.5696181489399494,1.9225027542114257,-0.6796181489399498,1.9001650214195251,1.9438460055828095,1.0,52.69832252890472,0.5269832252890472,0,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-0.9516181489399531,1.9516181489399531,1.9516181489399531,0.003484082357526397,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 07:00:00+00:00,1.9038000106811523,1.906630039215088,1.903380036354065,1.906059980392456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.8701361213861051,1.9364676842689514,-1.106136121386106,1.9404812271595002,-1.2521361213861086,1.943725049495697,-1.3701361213861052,1.9469688718318938,-1.4881361213861015,1.9515871951580048,-1.6561361213861077,1.9574700593948364,-1.8701361213861052,1.9649473447799684,-2.1421361213861085,1.9744588916301726,-2.4881361213861015,1.9225027542114257,-0.5981361213861018,1.9050050377845764,1.9438460055828095,1.0,59.1159183791358,0.591159183791358,1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-0.8701361213861051,1.8701361213861052,1.8701361213861052,0.001176551620498012,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 08:00:00+00:00,1.9061800241470337,1.9068700075149536,1.904520034790039,1.9065099954605105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.8537659961058535,1.9364676842689514,-1.0897659961058543,1.9404812271595002,-1.2357659961058571,1.943725049495697,-1.3537659961058535,1.9469688718318938,-1.4717659961058498,1.9515871951580048,-1.639765996105856,1.9574700593948364,-1.8537659961058535,1.9649473447799684,-2.125765996105857,1.9744588916301726,-2.47176599610585,1.9225027542114257,-0.5817659961058502,1.9056950211524963,1.9438460055828095,1.0,60.20074647323108,0.6020074647323108,1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-0.8537659961058535,1.8537659961058535,1.8537659961058535,0.00023609701304461161,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 09:00:00+00:00,1.906499981880188,1.9081499576568604,1.904850006103516,1.905709981918335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.8828679592199581,1.9364676842689514,-1.1188679592199589,1.9404812271595002,-1.2648679592199616,1.943725049495697,-1.3828679592199582,1.9469688718318938,-1.5008679592199545,1.9515871951580048,-1.6688679592199607,1.9574700593948364,-1.8828679592199582,1.9649473447799684,-2.1548679592199615,1.9744588916301726,-2.5008679592199545,1.9225027542114257,-0.6108679592199548,1.9064999818801882,1.9438460055828095,1.0,57.488924687877564,0.5748892468787756,1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-0.8828679592199581,1.8828679592199582,1.8828679592199582,-0.0004196220025494135,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 10:00:00+00:00,1.905709981918335,1.9061299562454224,1.902439951896668,1.9039299488067627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.9476199355602486,1.9364676842689514,-1.1836199355602495,1.9404812271595002,-1.3296199355602523,1.943725049495697,-1.4476199355602486,1.9469688718318938,-1.565619935560245,1.9515871951580048,-1.733619935560251,1.9574700593948364,-1.9476199355602486,1.9649473447799684,-2.2196199355602517,1.9744588916301726,-2.565619935560245,1.9225027542114257,-0.6756199355602452,1.9042849540710451,1.9438460055828095,1.0,52.25181804870906,0.5225181804870906,0,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-0.9476199355602486,1.9476199355602486,1.9476199355602486,-0.0009340524678264073,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 11:00:00+00:00,1.90392005443573,1.9065799713134768,1.90366005897522,1.9062800407409668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.8621310217126403,1.9364676842689514,-1.0981310217126412,1.9404812271595002,-1.244131021712644,1.943725049495697,-1.3621310217126403,1.9469688718318938,-1.4801310217126367,1.9515871951580048,-1.6481310217126428,1.9574700593948364,-1.8621310217126403,1.9649473447799684,-2.1341310217126437,1.9744588916301726,-2.4801310217126367,1.9225027542114257,-0.5901310217126371,1.9051200151443484,1.9438460055828095,1.0,57.37804014682017,0.5737804014682016,1,0.0,0.0034978389739989757,0.5,1.0,1.0,0.0,1.9299800395965576,1.9574700593948364,-0.8621310217126403,1.8621310217126403,1.8621310217126403,0.0012343373954892822,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 12:00:00+00:00,1.906360030174256,1.9085400104522705,1.904680013656616,1.9052599668502808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.8992380845002016,1.9364676842689514,-1.1352380845002026,1.9404812271595002,-1.2812380845002052,1.943725049495697,-1.3992380845002017,1.9469688718318938,-1.517238084500198,1.9515871951580048,-1.6852380845002042,1.9574700593948364,-1.8992380845002017,1.9649473447799684,-2.171238084500205,1.9744588916301726,-2.517238084500198,1.9225027542114257,-0.6272380845001984,1.9066100120544434,1.9438460055828095,1.0,54.82326740658643,0.5482326740658643,0,1.902292856148311,0.0034978389739989757,0.001559754951704674,1.0,0.0031195099034093676,0.0,1.9299800395965576,1.9574700593948364,-0.8992380845002016,1.8992380845002017,1.8992380845002015,-0.000535112296664253,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 13:00:00+00:00,1.9052599668502808,1.9060699939727783,1.9033900499343872,1.90366005897522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.9574376742713587,1.9364676842689514,-1.1934376742713595,1.9404812271595002,-1.3394376742713623,1.943725049495697,-1.4574376742713588,1.9469688718318938,-1.5754376742713552,1.9515871951580048,-1.743437674271361,1.9574700593948364,-1.9574376742713588,1.9649473447799684,-2.229437674271362,1.9744588916301726,-2.575437674271355,1.9225027542114257,-0.6854376742713555,1.9047300219535828,1.9438460055828095,1.0,51.244625590942285,0.5124462559094228,0,1.9023364356585912,0.0034978389739989757,0.0006957882379887652,1.0,0.0013915764759775406,0.0,1.9299800395965576,1.9574700593948364,-0.9574376742713587,1.9574376742713588,1.9574376742713588,-0.0008397320590878277,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 14:00:00+00:00,1.9036799669265747,1.9050699472427368,1.901250004768372,1.903499960899353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-0.9632615360598085,1.9364676842689514,-1.1992615360598093,1.9404812271595002,-1.3452615360598121,1.943725049495697,-1.4632615360598085,1.9469688718318938,-1.5812615360598048,1.9515871951580048,-1.749261536059811,1.9574700593948364,-1.9632615360598085,1.9649473447799684,-2.2352615360598116,1.9744588916301726,-2.581261536059805,1.9225027542114257,-0.6912615360598051,1.9031599760055544,1.9438460055828095,1.0,55.3546848238397,0.553546848238397,1,1.9025100043841772,0.0034978304590496906,0.0005203423440058593,1.0,0.0010406846880117726,0.0,1.9299800395965576,1.9574700593948364,-0.9632615360598085,1.9632615360598085,1.9632615360598085,-8.410013915671755e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-08 15:00:00+00:00,1.9034099578857424,1.904860019683838,1.8971699476242063,1.8994699716567995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9299800395965576,-1.1098598023442805,1.9364676842689514,-1.3458598023442814,1.9404812271595002,-1.4918598023442842,1.943725049495697,-1.6098598023442805,1.9469688718318938,-1.727859802344277,1.9515871951580048,-1.895859802344283,1.9574700593948364,-2.1098598023442805,1.9649473447799684,-2.381859802344284,1.9744588916301726,-2.727859802344277,1.9225027542114257,-0.8378598023442773,1.9010149836540222,1.9438460055828095,1.0,47.666033297140785,0.47666033297140786,0,1.9024221471377782,0.0038099799837383952,0.0,1.0,0.0,0.0,1.9299800395965576,1.9574700593948364,-1.1098598023442805,2.1098598023442805,2.1098598023442805,-0.0021171470056923214,,,,,neutral,0.5,0.0,0.0,LOW,0
