timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'GBPCAD=X')","('high', 'GBPCAD=X')","('low', 'GBPCAD=X')","('close', 'GBPCAD=X')","('volume', 'GBPCAD=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-05 23:00:00+00:00,1.8368099927902224,1.8374500274658203,1.8366400003433228,1.8370200395584104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.5302315436082577,1.8562830452919006,-0.7662315436082555,1.8599534747600555,-0.9122315436082544,1.8629199862480164,-1.0302315436082576,1.8658864977359773,-1.148231543608261,1.8701100056171418,-1.3162315436082608,1.8754899501800537,-1.5302315436082576,1.882328010559082,-1.8022315436082585,1.891026425600052,-2.148231543608261,1.8435119619369507,-0.2582315436082568,1.8370450139045715,1.8630306019306182,1.0,0.0,0.0,-1,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.5302315436082577,1.5302315436082576,1.5302315436082576,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 00:00:00+00:00,1.836920022964477,1.837249994277954,1.835669994354248,1.8360600471496584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.5684175087368148,1.8562830452919006,-0.8044175087368126,1.8599534747600555,-0.9504175087368115,1.8629199862480164,-1.0684175087368148,1.8658864977359773,-1.186417508736818,1.8701100056171418,-1.354417508736818,1.8754899501800537,-1.5684175087368148,1.882328010559082,-1.8404175087368158,1.891026425600052,-2.186417508736818,1.8435119619369507,-0.2964175087368139,1.836459994316101,1.8630306019306182,1.0,0.0,0.0,-1,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.5684175087368148,1.5684175087368148,1.5684175087368148,-0.0005225813480961294,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 01:00:00+00:00,1.836169958114624,1.8365999460220337,1.8351900577545168,1.8364800214767456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.5517120380863867,1.8562830452919006,-0.7877120380863845,1.8599534747600555,-0.9337120380863834,1.8629199862480164,-1.0517120380863867,1.8658864977359773,-1.16971203808639,1.8701100056171418,-1.3377120380863898,1.8754899501800537,-1.5517120380863867,1.882328010559082,-1.8237120380863876,1.891026425600052,-2.16971203808639,1.8435119619369507,-0.2797120380863858,1.8358950018882751,1.8630306019306182,1.0,30.433655839666883,0.30433655839666884,-1,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.5517120380863867,1.5517120380863867,1.5517120380863867,0.00022873670593681616,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 02:00:00+00:00,1.8365099430084229,1.83814001083374,1.8363300561904907,1.8371700048446653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.5242663201968897,1.8562830452919006,-0.7602663201968874,1.8599534747600555,-0.9062663201968864,1.8629199862480164,-1.0242663201968896,1.8658864977359773,-1.142266320196893,1.8701100056171418,-1.3102663201968927,1.8754899501800537,-1.5242663201968896,1.882328010559082,-1.7962663201968905,1.891026425600052,-2.142266320196893,1.8435119619369507,-0.2522663201968887,1.8372350335121155,1.8630306019306182,1.0,53.622437226447076,0.5362243722644707,0,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.5242663201968897,1.5242663201968896,1.5242663201968898,0.0003757097054422065,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 03:00:00+00:00,1.8371100425720213,1.8379199504852293,1.836940050125122,1.837679982185364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.5039807671334121,1.8562830452919006,-0.7399807671334099,1.8599534747600555,-0.8859807671334088,1.8629199862480164,-1.003980767133412,1.8658864977359773,-1.1219807671334154,1.8701100056171418,-1.2899807671334151,1.8754899501800537,-1.503980767133412,1.882328010559082,-1.775980767133413,1.891026425600052,-2.121980767133415,1.8435119619369507,-0.23198076713341115,1.8374300003051758,1.8630306019306182,1.0,62.78994547639931,0.6278994547639931,1,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.5039807671334121,1.503980767133412,1.5039807671334122,0.0002775885407195755,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 04:00:00+00:00,1.8375500440597528,1.8382699489593504,1.837329983711243,1.837630033493042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.5059675943268733,1.8562830452919006,-0.7419675943268712,1.8599534747600555,-0.8879675943268701,1.8629199862480164,-1.0059675943268733,1.8658864977359773,-1.1239675943268768,1.8701100056171418,-1.2919675943268765,1.8754899501800537,-1.5059675943268733,1.882328010559082,-1.7779675943268742,1.891026425600052,-2.1239675943268765,1.8435119619369507,-0.23396759432687245,1.8377999663352966,1.8630306019306182,1.0,61.59738905761819,0.6159738905761819,1,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.5059675943268733,1.5059675943268733,1.5059675943268733,-2.7180299511431194e-05,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 05:00:00+00:00,1.8375799655914309,1.837890028953552,1.8366199731826784,1.837049961090088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.5290413440245817,1.8562830452919006,-0.7650413440245795,1.8599534747600555,-0.9110413440245784,1.8629199862480164,-1.0290413440245816,1.8658864977359773,-1.147041344024585,1.8701100056171418,-1.3150413440245847,1.8754899501800537,-1.5290413440245816,1.882328010559082,-1.8010413440245825,1.891026425600052,-2.147041344024585,1.8435119619369507,-0.25704134402458073,1.8372550010681152,1.8630306019306182,1.0,50.46607494336889,0.5046607494336889,0,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.5290413440245817,1.5290413440245816,1.5290413440245816,-0.0003156633230746442,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 06:00:00+00:00,1.837080001831055,1.8390699625015257,1.8366999626159668,1.838670015335083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.4645998605901683,1.8562830452919006,-0.7005998605901661,1.8599534747600555,-0.846599860590165,1.8629199862480164,-0.9645998605901683,1.8658864977359773,-1.0825998605901717,1.8701100056171418,-1.2505998605901714,1.8754899501800537,-1.4645998605901682,1.882328010559082,-1.7365998605901691,1.891026425600052,-2.0825998605901717,1.8435119619369507,-0.19259986059016737,1.8378849625587463,1.8630306019306182,1.0,67.08048473480576,0.6708048473480577,1,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.4645998605901683,1.4645998605901682,1.4645998605901682,0.0008818781629835737,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 07:00:00+00:00,1.8386499881744385,1.8407700061798096,1.8382899761199951,1.8399499654769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.4136868210290898,1.8562830452919006,-0.6496868210290876,1.8599534747600555,-0.7956868210290865,1.8629199862480164,-0.9136868210290898,1.8658864977359773,-1.0316868210290933,1.8701100056171418,-1.199686821029093,1.8754899501800537,-1.4136868210290898,1.882328010559082,-1.6856868210290907,1.891026425600052,-2.0316868210290933,1.8435119619369507,-0.14168682102908892,1.8395299911499023,1.8630306019306182,1.0,73.97666523588482,0.7397666523588482,1,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.4136868210290898,1.4136868210290898,1.4136868210290898,0.0006961282509809763,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 08:00:00+00:00,1.8398699760437007,1.841339945793152,1.8395899534225464,1.8399499654769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850350022315979,-0.4136868210290898,1.8562830452919006,-0.6496868210290876,1.8599534747600555,-0.7956868210290865,1.8629199862480164,-0.9136868210290898,1.8658864977359773,-1.0316868210290933,1.8701100056171418,-1.199686821029093,1.8754899501800537,-1.4136868210290898,1.882328010559082,-1.6856868210290907,1.891026425600052,-2.0316868210290933,1.8435119619369507,-0.14168682102908892,1.8404649496078491,1.8630306019306182,1.0,73.97666523588482,0.7397666523588482,1,0.0,0.0023149847984312855,0.5,1.0,1.0,0.0,1.850350022315979,1.8754899501800537,-0.4136868210290898,1.4136868210290898,1.4136868210290898,0.0,,,,,neutral,0.5,0.0,0.0,LOW,0
