timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'GBPCHF=X')","('high', 'GBPCHF=X')","('low', 'GBPCHF=X')","('close', 'GBPCHF=X')","('volume', 'GBPCHF=X')",fib_0.0,fib_0.0_norm,fib_0.236,fib_0.236_norm,fib_0.382,fib_0.382_norm,fib_0.5,fib_0.5_norm,fib_0.618,fib_0.618_norm,fib_0.786,fib_0.786_norm,fib_1.0,fib_1.0_norm,fib_1.272,fib_1.272_norm,fib_1.618,fib_1.618_norm,fib_-0.272,fib_-0.272_norm,Fibonacci,fibonacci_norm,Fibonacci_score,RSI,RSI_norm,RSI_score,SMA,ATR,SMA_norm,ATR_norm,SMA_score,ATR_score,support,resistance,support_norm,resistance_norm,support_resistance_score,price_change,volume_change,rolling_close_std,rolling_volume,trend,wyckoff_phase,wyckoff_score,ML_TP,ML_SL,ML_CONFIDENCE_QUALITY,ML_MARKET_BIAS_SCORE
2025-05-05 23:00:00+00:00,1.092579960823059,1.092960000038147,1.0920499563217163,1.0927300453186035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.314760098557416,1.0801517243385312,1.0787600985574233,1.0818540813922881,0.9327600985574123,1.0832299590110779,0.8147600985574065,1.0846058366298674,0.6967600985574197,1.0865647132396699,0.5287600985574071,1.0890599489212036,0.314760098557416,1.092231463432312,0.04276009855741932,1.0962658164501191,-0.30323990144258034,1.0742284545898435,1.5867600985574126,1.0925049781799316,1.083281262922287,1.0,0.0,0.0,-1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.314760098557416,-0.314760098557416,-0.31476009855741593,,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 00:00:00+00:00,1.0927200317382812,1.094130039215088,1.0924400091171265,1.0940099954605105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.4245330279825488,1.0801517243385312,1.1885330279825561,1.0818540813922881,1.042533027982545,1.0832299590110779,0.9245330279825392,1.0846058366298674,0.8065330279825524,1.0865647132396699,0.6385330279825399,1.0890599489212036,0.4245330279825487,1.092231463432312,0.15253302798255206,1.0962658164501191,-0.19346697201744759,1.0742284545898435,1.6965330279825455,1.0932850241661072,1.083281262922287,1.0,71.3090257023347,0.7130902570233469,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.4245330279825488,-0.4245330279825487,-0.42453302798254877,0.001171332432370109,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 01:00:00+00:00,1.0939899682998655,1.0945700407028198,1.0933899879455566,1.0944499969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.462269069941,1.0801517243385312,1.2262690699410073,1.0818540813922881,1.0802690699409963,1.0832299590110779,0.9622690699409904,1.0846058366298674,0.8442690699410036,1.0865647132396699,0.6762690699409911,1.0890599489212036,0.46226906994099987,1.092231463432312,0.19026906994100323,1.0962658164501191,-0.15573093005899644,1.0742284545898435,1.7342690699409966,1.0939800143241882,1.083281262922287,1.0,69.0070786301894,0.690070786301894,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.462269069941,-0.46226906994099987,-0.4622690699409999,0.0004021914695089279,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 02:00:00+00:00,1.0944099426269531,1.0944900512695312,1.0929399728775024,1.0934200286865234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.3739354469333644,1.0801517243385312,1.1379354469333718,1.0818540813922881,0.9919354469333607,1.0832299590110779,0.8739354469333549,1.0846058366298674,0.7559354469333681,1.0865647132396699,0.5879354469333555,1.0890599489212036,0.3739354469333644,1.092231463432312,0.10193544693336773,1.0962658164501191,-0.2440645530666319,1.0742284545898435,1.6459354469333611,1.0937150120735168,1.083281262922287,1.0,62.54551760013872,0.6254551760013872,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.3739354469333644,-0.3739354469333644,-0.37393544693336445,-0.0009410829773773832,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 03:00:00+00:00,1.0935200452804563,1.094499945640564,1.0927799940109253,1.0942800045013428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.4476899326251564,1.0801517243385312,1.2116899326251638,1.0818540813922881,1.0656899326251525,1.0832299590110779,0.9476899326251468,1.0846058366298674,0.82968993262516,1.0865647132396699,0.6616899326251475,1.0890599489212036,0.44768993262515633,1.092231463432312,0.1756899326251597,1.0962658164501191,-0.17031006737483997,1.0742284545898435,1.719689932625153,1.0936399698257446,1.083281262922287,1.0,71.46819893005745,0.7146819893005746,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.4476899326251564,-0.44768993262515633,-0.44768993262515644,0.0007865008800436168,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 04:00:00+00:00,1.0942699909210205,1.094499945640564,1.0936800241470337,1.0944900512695312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.465704266391297,1.0801517243385312,1.2297042663913043,1.0818540813922881,1.083704266391293,1.0832299590110779,0.9657042663912873,1.0846058366298674,0.8477042663913005,1.0865647132396699,0.679704266391288,1.0890599489212036,0.4657042663912968,1.092231463432312,0.19370426639130017,1.0962658164501191,-0.1522957336086995,1.0742284545898435,1.7377042663912934,1.0940899848937988,1.083281262922287,1.0,73.03707402321808,0.7303707402321808,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.465704266391297,-0.4657042663912968,-0.4657042663912969,0.00019194974533442988,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 05:00:00+00:00,1.0944600105285645,1.094599962234497,1.0928800106048584,1.0933200120925903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.3653576796065812,1.0801517243385312,1.1293576796065887,1.0818540813922881,0.9833576796065776,1.0832299590110779,0.8653576796065717,1.0846058366298674,0.747357679606585,1.0865647132396699,0.5793576796065725,1.0890599489212036,0.3653576796065813,1.092231463432312,0.09335767960658461,1.0962658164501191,-0.25264232039341505,1.0742284545898435,1.6373576796065779,1.0937399864196777,1.083281262922287,1.0,55.91151245849161,0.5591151245849161,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.3653576796065812,-0.3653576796065813,-0.36535767960658116,-0.0010690267815443022,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 06:00:00+00:00,1.0933300256729126,1.0953400135040283,1.093019962310791,1.0952099561691284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.5274457883060086,1.0801517243385312,1.2914457883060162,1.0818540813922881,1.145445788306005,1.0832299590110779,1.027445788305999,1.0846058366298674,0.9094457883060124,1.0865647132396699,0.7414457883059999,1.0890599489212036,0.5274457883060087,1.092231463432312,0.25544578830601206,1.0962658164501191,-0.0905542116939876,1.0742284545898435,1.7994457883060053,1.0941799879074097,1.083281262922287,1.0,68.02280248817424,0.6802280248817424,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.5274457883060086,-0.5274457883060087,-0.5274457883060086,0.0017286284487931791,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 07:00:00+00:00,1.095270037651062,1.0979700088500977,1.0951999425888062,1.0974299907684326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.7178435963235081,1.0801517243385312,1.4818435963235157,1.0818540813922881,1.3358435963235045,1.0832299590110779,1.2178435963234988,1.0846058366298674,1.099843596323512,1.0865647132396699,0.9318435963234994,1.0890599489212036,0.7178435963235082,1.092231463432312,0.44584359632351156,1.0962658164501191,0.09984359632351192,1.0742284545898435,1.9898435963235048,1.096584975719452,1.083281262922287,1.0,75.8239886816181,0.758239886816181,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.7178435963235081,-0.7178435963235082,-0.7178435963235081,0.0020270401915167824,,,,,neutral,0.5,0.0,0.0,LOW,0
2025-05-06 08:00:00+00:00,1.0974500179290771,1.0987999439239502,1.096150040626526,1.0972900390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077399969100952,1.7058408563453873,1.0801517243385312,1.4698408563453949,1.0818540813922881,1.3238408563453836,1.0832299590110779,1.205840856345378,1.0846058366298674,1.0878408563453912,1.0865647132396699,0.9198408563453786,1.0890599489212036,0.7058408563453874,1.092231463432312,0.4338408563453907,1.0962658164501191,0.08784085634539107,1.0742284545898435,1.977840856345384,1.097474992275238,1.083281262922287,1.0,74.67552573861437,0.7467552573861437,1,0.0,0.002190709114074691,0.5,1.0,1.0,0.0,1.077399969100952,1.0890599489212036,1.7058408563453873,-0.7058408563453874,-0.7058408563453873,-0.00012752677356175912,,,,,neutral,0.5,0.0,0.0,LOW,0
